po_id,project_id,po_type,vendor_id,description,issue_date,delivery_date,amount_aed,status,approved_by,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
LPO-PRJ-025-0024,PRJ-025,Material,SUP-026,My grow property now.,2025-02-19,2025-03-30,456435,Invoiced,Tina Ellis,,2025-02-19T11:52:00,2025-02-19T11:52:00,system@alrashdeng.ae,1,True,
LPO-PRJ-025-0025,PRJ-025,Material,SUP-058,Beyond friend mention account itself.,2023-05-21,2023-06-19,144809,Paid,Anthony Hebert,,2023-05-21T11:38:00,2023-05-21T11:38:00,system@alrashdeng.ae,1,True,
LPO-PRJ-025-0026,PRJ-025,Material,SUP-059,Grow reach out win focus provide store hold.,2024-11-07,2025-01-08,147021,Invoiced,Matthew Moore,,2024-11-07T09:27:00,2024-11-07T09:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-025-0027,PRJ-025,Subcontract,CON-068,Summer evidence mouth treat huge performance bad.,2025-01-17,2025-04-15,43323,Draft,Jennifer Church,,2025-01-17T16:38:00,2025-01-17T16:38:00,system@alrashdeng.ae,1,True,
LPO-PRJ-025-0028,PRJ-025,Material,SUP-044,Away compare chance example here.,2025-04-15,2025-07-13,255778,Invoiced,Steven Harris,,2025-04-15T08:35:00,2025-04-15T08:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-025-0029,PRJ-025,Subcontract,CON-067,Certainly century free hot Republican so.,2024-03-05,2024-06-01,404019,Draft,Brian Mathis,,2024-03-05T14:00:00,2024-03-05T14:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0001,PRJ-026,Material,SUP-015,Listen religious light time it study medical.,2024-05-26,2024-07-16,211438,Delivered,James Turner MD,,2024-05-26T14:00:00,2024-05-26T14:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0002,PRJ-026,Material,SUP-032,Notice effort brother.,2021-02-25,2021-05-25,442750,Paid,Leonard Robertson,,2021-02-25T07:34:00,2021-02-25T07:34:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0003,PRJ-026,Material,SUP-012,Thank picture if analysis itself institution full.,2024-05-23,2024-08-14,285788,Issued,Jennifer Petty,,2024-05-23T15:43:00,2024-05-23T15:43:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0004,PRJ-026,Material,SUP-051,Four safe film late from democratic decide dinner.,2022-07-07,2022-09-24,216076,Paid,Bill Carr,,2022-07-07T09:19:00,2022-07-07T09:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0005,PRJ-026,Material,SUP-071,Her again six understand.,2022-12-10,2023-03-04,195876,Delivered,Jennifer Rodriguez,,2022-12-10T16:05:00,2022-12-10T16:05:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0006,PRJ-026,Subcontract,CON-025,These soldier experience car will watch.,2022-04-12,2022-04-20,499824,Invoiced,James Gonzalez,,2022-04-12T16:28:00,2022-04-12T16:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0007,PRJ-026,Material,SUP-068,Purpose laugh level.,2023-07-16,2023-09-10,116626,Invoiced,Erica Beard,,2023-07-16T17:48:00,2023-07-16T17:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0008,PRJ-026,Subcontract,CON-034,What situation real always student.,2021-01-26,2021-02-09,428047,Delivered,Gabriel Stewart,,2021-01-26T11:06:00,2021-01-26T11:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0009,PRJ-026,Material,SUP-010,See decide crime relationship project box.,2022-05-06,2022-07-02,217739,Paid,Brenda Keller,,2022-05-06T17:43:00,2022-05-06T17:43:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0010,PRJ-026,Subcontract,CON-001,Decision around exist sense.,2021-06-26,2021-08-22,110361,Delivered,David Wheeler,,2021-06-26T11:33:00,2021-06-26T11:33:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0011,PRJ-026,Material,SUP-074,Near control air poor land visit say.,2024-05-08,2024-07-07,51215,Paid,Mr. Peter Thompson II,,2024-05-08T07:18:00,2024-05-08T07:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0012,PRJ-026,Material,SUP-003,Speech seat science picture remain get according.,2023-08-30,2023-11-10,299600,Draft,Carlos Wall,,2023-08-30T12:54:00,2023-08-30T12:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0013,PRJ-026,Material,SUP-034,Choice agency doctor know season fly listen environment.,2023-02-21,2023-05-13,279088,Paid,Juan Morris,,2023-02-21T14:23:00,2023-02-21T14:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0014,PRJ-026,Material,SUP-033,Relationship own bad why word page Mrs.,2024-03-09,2024-03-22,93742,Delivered,William Riley,,2024-03-09T16:15:00,2024-03-09T16:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0015,PRJ-026,Material,SUP-009,Dream style significant night because nature reach research.,2023-08-01,2023-09-04,287309,Invoiced,David Gonzalez,,2023-08-01T16:48:00,2023-08-01T16:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0016,PRJ-026,Subcontract,CON-073,See section street cup reflect audience.,2021-10-23,2021-11-28,182380,Paid,Amy Porter,,2021-10-23T11:48:00,2021-10-23T11:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0017,PRJ-026,Material,SUP-034,Eye half top beautiful prove floor blue book.,2022-06-05,2022-07-16,181502,Invoiced,James Sosa,,2022-06-05T16:01:00,2022-06-05T16:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0018,PRJ-026,Material,SUP-057,Sometimes throw official clearly.,2023-01-28,2023-03-01,346837,Draft,Patrick Henry,,2023-01-28T08:37:00,2023-01-28T08:37:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0019,PRJ-026,Material,SUP-042,Research mission ok popular chair ask.,2022-09-27,2022-10-20,212519,Draft,Whitney Hansen,,2022-09-27T11:44:00,2022-09-27T11:44:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0020,PRJ-026,Material,SUP-057,Truth lose discover road.,2023-09-26,2023-12-23,276377,Issued,Steven Atkinson,,2023-09-26T11:23:00,2023-09-26T11:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0021,PRJ-026,Material,SUP-052,Feel science million song before three finally.,2024-02-28,2024-04-29,124702,Delivered,Jordan Herrera,,2024-02-28T10:03:00,2024-02-28T10:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-026-0022,PRJ-026,Material,SUP-018,Economy fund magazine catch our.,2022-01-21,2022-04-04,485566,Draft,Robert Mason,,2022-01-21T13:12:00,2022-01-21T13:12:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0001,PRJ-027,Material,SUP-056,See analysis Democrat candidate prove couple area.,2025-06-21,2025-07-27,465910,Draft,Jeffrey Jones,,2025-06-21T14:15:00,2025-06-21T14:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0002,PRJ-027,Subcontract,CON-026,Factor drive or.,2025-11-10,2026-01-27,442542,Delivered,Michele Thompson,,2025-11-10T13:35:00,2025-11-10T13:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0003,PRJ-027,Material,SUP-051,Too agreement section check sure.,2025-12-21,2026-03-11,405597,Paid,Angel Lawson,,2025-12-21T12:28:00,2025-12-21T12:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0004,PRJ-027,Subcontract,CON-094,Argue heavy citizen style.,2025-04-10,2025-07-06,476739,Draft,Steven Bautista,,2025-04-10T08:21:00,2025-04-10T08:21:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0005,PRJ-027,Material,SUP-032,Skin street TV particularly beautiful light into.,2025-05-15,2025-06-25,112088,Draft,Mia Hart,,2025-05-15T13:09:00,2025-05-15T13:09:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0006,PRJ-027,Material,SUP-026,Feeling shoulder manage.,2025-04-22,2025-06-09,217398,Issued,Kimberly Davis,,2025-04-22T08:54:00,2025-04-22T08:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0007,PRJ-027,Subcontract,CON-025,As reveal money way general.,2025-12-18,2026-01-24,198795,Delivered,Cassidy Williams,,2025-12-18T08:49:00,2025-12-18T08:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0008,PRJ-027,Material,SUP-003,Long newspaper suddenly foot.,2025-03-21,2025-05-08,260540,Delivered,Stephen Mcclain,,2025-03-21T16:08:00,2025-03-21T16:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0009,PRJ-027,Material,SUP-029,Ago among participant indicate agency half industry.,2025-10-26,2026-01-22,285391,Delivered,Ryan Hunter,,2025-10-26T07:24:00,2025-10-26T07:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0010,PRJ-027,Material,SUP-068,Scientist probably beautiful security add else southern service.,2025-08-02,2025-10-26,241367,Issued,Ryan Preston,,2025-08-02T17:42:00,2025-08-02T17:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0011,PRJ-027,Material,SUP-005,Myself kid up hit claim the mission.,2025-10-24,2025-11-18,137273,Delivered,Brian Hall,,2025-10-24T13:19:00,2025-10-24T13:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0012,PRJ-027,Material,SUP-042,Present technology raise available democratic security address.,2025-01-11,2025-02-16,471958,Draft,Roger Stewart,,2025-01-11T17:53:00,2025-01-11T17:53:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0013,PRJ-027,Subcontract,CON-051,Source team job life protect score.,2024-12-18,2025-03-16,311471,Paid,Jacqueline Merritt,,2024-12-18T07:30:00,2024-12-18T07:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0014,PRJ-027,Subcontract,CON-099,Cut medical hotel along believe beyond different.,2025-11-23,2026-02-11,207183,Draft,Colleen Reeves,,2025-11-23T15:36:00,2025-11-23T15:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0015,PRJ-027,Material,SUP-040,Resource possible me character.,2025-07-07,2025-08-16,124445,Paid,Gregory Stewart,,2025-07-07T12:51:00,2025-07-07T12:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0016,PRJ-027,Material,SUP-029,Phone rich cultural discover evening administration.,2025-09-10,2025-10-22,195826,Paid,Amanda Ortega,,2025-09-10T14:58:00,2025-09-10T14:58:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0017,PRJ-027,Subcontract,CON-090,Natural ball brother production world door.,2025-12-04,2025-12-25,497950,Delivered,Shane Martinez,,2025-12-04T17:41:00,2025-12-04T17:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0018,PRJ-027,Material,SUP-027,Professional safe others others partner whole pressure.,2024-12-24,2025-01-31,209115,Draft,Patricia Ramos,,2024-12-24T13:43:00,2024-12-24T13:43:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0019,PRJ-027,Material,SUP-003,Attack sport strong the recent.,2025-01-13,2025-01-30,447501,Issued,Scott Gomez,,2025-01-13T17:10:00,2025-01-13T17:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0020,PRJ-027,Subcontract,CON-024,Game price talk through act most hear.,2025-04-16,2025-05-17,16289,Issued,Elizabeth Crawford,,2025-04-16T13:31:00,2025-04-16T13:31:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0021,PRJ-027,Subcontract,CON-065,Then check order assume teach western sea.,2025-10-19,2025-12-01,236302,Issued,Billy Lopez,,2025-10-19T07:34:00,2025-10-19T07:34:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0022,PRJ-027,Subcontract,CON-077,Between itself picture and role American law toward.,2025-04-01,2025-04-13,108665,Delivered,Denise Smith,,2025-04-01T07:13:00,2025-04-01T07:13:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0023,PRJ-027,Material,SUP-035,Soon present piece beyond.,2025-10-21,2025-11-13,28004,Delivered,Neil Oconnor,,2025-10-21T09:32:00,2025-10-21T09:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0024,PRJ-027,Material,SUP-044,Source finally parent north data believe.,2025-09-30,2025-12-13,396027,Draft,Matthew Allen,,2025-09-30T11:08:00,2025-09-30T11:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0025,PRJ-027,Subcontract,CON-071,Tell fly big word capital worker stay.,2025-07-21,2025-09-08,431629,Draft,Robert Mcconnell,,2025-07-21T17:04:00,2025-07-21T17:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0026,PRJ-027,Material,SUP-068,Today political another.,2024-12-27,2025-03-15,390152,Issued,Kenneth Snyder,,2024-12-27T16:10:00,2024-12-27T16:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0027,PRJ-027,Subcontract,CON-009,Base direction although and certainly list second.,2025-08-31,2025-10-16,419013,Issued,Michael Garza,,2025-08-31T17:24:00,2025-08-31T17:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0028,PRJ-027,Material,SUP-045,Work might end carry director ball night.,2025-04-02,2025-06-15,241763,Issued,Michelle Moore,,2025-04-02T10:51:00,2025-04-02T10:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-027-0029,PRJ-027,Material,SUP-034,Book feeling cause mouth.,2025-04-30,2025-06-25,203458,Delivered,Angel Bowen,,2025-04-30T13:59:00,2025-04-30T13:59:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0001,PRJ-028,Material,SUP-017,Themselves make practice upon machine.,2025-07-20,2025-10-13,113913,Draft,Lisa Franco,,2025-07-20T07:47:00,2025-07-20T07:47:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0002,PRJ-028,Material,SUP-061,Pay teach character generation stock.,2024-10-22,2024-10-30,130861,Invoiced,Rebecca Yang,,2024-10-22T14:50:00,2024-10-22T14:50:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0003,PRJ-028,Material,SUP-056,Spend test country science action.,2023-10-04,2023-11-14,126743,Invoiced,Marcus Peters,,2023-10-04T17:21:00,2023-10-04T17:21:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0004,PRJ-028,Subcontract,CON-067,None memory central home like fact dream.,2023-05-14,2023-06-11,200044,Paid,Trevor Rodriguez III,,2023-05-14T14:01:00,2023-05-14T14:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0005,PRJ-028,Subcontract,CON-095,Participant dinner after nation.,2025-06-29,2025-08-18,414343,Delivered,Rebecca Walker,,2025-06-29T11:10:00,2025-06-29T11:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0006,PRJ-028,Material,SUP-048,Poor actually general window.,2022-05-05,2022-08-01,273369,Invoiced,Ricky Jackson,,2022-05-05T14:40:00,2022-05-05T14:40:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0007,PRJ-028,Subcontract,CON-013,Education figure save explain voice.,2025-03-20,2025-04-02,309825,Delivered,Eric Green,,2025-03-20T10:54:00,2025-03-20T10:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0008,PRJ-028,Material,SUP-045,Win throughout again method time never month.,2024-11-03,2024-12-16,364682,Delivered,Anne Long,,2024-11-03T16:41:00,2024-11-03T16:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0009,PRJ-028,Material,SUP-066,President ok force middle task ahead difficult.,2022-11-17,2023-02-07,272936,Issued,Briana Washington,,2022-11-17T07:56:00,2022-11-17T07:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0010,PRJ-028,Subcontract,CON-098,Give family move itself mind.,2023-02-28,2023-04-30,436206,Draft,Philip Welch,,2023-02-28T15:01:00,2023-02-28T15:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0011,PRJ-028,Material,SUP-060,Know apply whatever coach moment share sell.,2025-06-06,2025-07-30,419526,Paid,Mr. Dennis Mcdowell,,2025-06-06T10:36:00,2025-06-06T10:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0012,PRJ-028,Subcontract,CON-091,Agreement here garden food Congress.,2022-07-13,2022-10-03,294648,Delivered,Timothy Martin,,2022-07-13T13:28:00,2022-07-13T13:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0013,PRJ-028,Material,SUP-055,Building meet mean positive result.,2024-09-21,2024-09-29,20118,Paid,Sabrina Francis,,2024-09-21T11:11:00,2024-09-21T11:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0014,PRJ-028,Material,SUP-076,Dog might report listen maintain.,2024-12-21,2025-03-03,130656,Invoiced,Deborah Lane,,2024-12-21T13:48:00,2024-12-21T13:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0015,PRJ-028,Material,SUP-038,Prevent market before test travel.,2024-03-19,2024-06-01,465058,Paid,Theresa Jones,,2024-03-19T16:56:00,2024-03-19T16:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0016,PRJ-028,Material,SUP-026,Fast although change author.,2022-10-05,2022-11-08,415114,Invoiced,Jason Hall,,2022-10-05T17:00:00,2022-10-05T17:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0017,PRJ-028,Material,SUP-047,Country rich line collection should focus.,2023-04-29,2023-06-02,492498,Delivered,Nicole Myers,,2023-04-29T10:16:00,2023-04-29T10:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0018,PRJ-028,Material,SUP-011,Build enter take position leg lawyer book.,2023-02-05,2023-04-02,264736,Invoiced,Nicole Herman,,2023-02-05T07:16:00,2023-02-05T07:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0019,PRJ-028,Material,SUP-057,Seem population would country.,2024-02-18,2024-05-18,353784,Invoiced,Jennifer Taylor,,2024-02-18T07:22:00,2024-02-18T07:22:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0020,PRJ-028,Material,SUP-040,Police blood a serious.,2024-05-24,2024-07-02,187466,Issued,Patricia West,,2024-05-24T16:10:00,2024-05-24T16:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0021,PRJ-028,Material,SUP-024,Every in task ok send change he.,2023-03-13,2023-04-22,309264,Draft,Seth Bird MD,,2023-03-13T11:34:00,2023-03-13T11:34:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0022,PRJ-028,Subcontract,CON-058,Indeed suggest cut sense discover.,2024-08-08,2024-09-17,176102,Invoiced,Brent Long,,2024-08-08T09:06:00,2024-08-08T09:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0023,PRJ-028,Material,SUP-074,Power around would most.,2022-03-14,2022-04-15,56257,Paid,Dawn Wise,,2022-03-14T07:22:00,2022-03-14T07:22:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0024,PRJ-028,Material,SUP-062,Describe dream anyone idea read wall.,2025-05-05,2025-06-30,406678,Invoiced,John Vega DDS,,2025-05-05T13:51:00,2025-05-05T13:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0025,PRJ-028,Material,SUP-033,Direction watch between administration east animal treatment.,2023-06-30,2023-08-24,39350,Invoiced,Joy Ramirez,,2023-06-30T11:54:00,2023-06-30T11:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0026,PRJ-028,Subcontract,CON-042,Share rather data travel party.,2022-01-05,2022-03-16,37787,Delivered,Jeanne Alvarez,,2022-01-05T08:42:00,2022-01-05T08:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0027,PRJ-028,Material,SUP-071,Hair per speak from hope.,2024-12-23,2025-02-25,404996,Delivered,Natalie Carter,,2024-12-23T17:45:00,2024-12-23T17:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0028,PRJ-028,Subcontract,CON-042,Card including suddenly western Mrs still.,2024-08-29,2024-10-26,220678,Issued,Tara Navarro,,2024-08-29T09:26:00,2024-08-29T09:26:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0029,PRJ-028,Material,SUP-036,Issue on include keep control.,2022-03-25,2022-05-25,119354,Draft,Michael Day,,2022-03-25T09:49:00,2022-03-25T09:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0030,PRJ-028,Material,SUP-064,Write operation specific fear main say agency.,2024-06-13,2024-08-28,391237,Delivered,Darius Walker,,2024-06-13T12:54:00,2024-06-13T12:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0031,PRJ-028,Subcontract,CON-062,Open water our receive case human.,2025-08-15,2025-10-31,206089,Delivered,Denise Johnston,,2025-08-15T13:29:00,2025-08-15T13:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0032,PRJ-028,Material,SUP-055,Send determine although.,2024-06-26,2024-07-06,119776,Issued,Joseph Fry,,2024-06-26T08:07:00,2024-06-26T08:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0033,PRJ-028,Material,SUP-022,Policy statement new themselves listen.,2022-10-13,2022-11-24,173580,Invoiced,Daniel Burton PhD,,2022-10-13T13:05:00,2022-10-13T13:05:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0034,PRJ-028,Material,SUP-036,Avoid mean law today.,2022-10-31,2023-01-07,325478,Invoiced,James Reyes,,2022-10-31T15:54:00,2022-10-31T15:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0035,PRJ-028,Material,SUP-034,Moment just foreign public up government rate.,2025-08-27,2025-09-15,290639,Paid,Lori Lewis,,2025-08-27T12:04:00,2025-08-27T12:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0036,PRJ-028,Material,SUP-053,Model south ability per large put.,2023-02-18,2023-05-01,111663,Paid,Max Harrell,,2023-02-18T09:30:00,2023-02-18T09:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0037,PRJ-028,Material,SUP-019,Table human yes summer between.,2022-08-13,2022-10-27,313578,Paid,Sharon Velez,,2022-08-13T07:32:00,2022-08-13T07:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-028-0038,PRJ-028,Subcontract,CON-029,War name of these notice music think discussion.,2024-08-26,2024-11-03,62462,Draft,Jessica Garner,,2024-08-26T12:37:00,2024-08-26T12:37:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0001,PRJ-029,Subcontract,CON-022,Discover heart discover head little idea.,2023-07-12,2023-08-13,123419,Paid,Robert Ward,,2023-07-12T16:32:00,2023-07-12T16:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0002,PRJ-029,Subcontract,CON-058,Prepare every remember.,2022-06-10,2022-07-18,84869,Delivered,Crystal Mason,,2022-06-10T09:08:00,2022-06-10T09:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0003,PRJ-029,Subcontract,CON-090,Least trouble soldier population.,2022-07-15,2022-09-22,488931,Delivered,William May,,2022-07-15T15:47:00,2022-07-15T15:47:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0004,PRJ-029,Material,SUP-013,Low political oil maybe rise quite buy.,2023-11-19,2023-12-09,228353,Issued,Jacqueline Mccarthy,,2023-11-19T12:36:00,2023-11-19T12:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0005,PRJ-029,Material,SUP-079,Always commercial political capital type.,2023-06-07,2023-08-10,498541,Draft,Christopher Maynard,,2023-06-07T15:23:00,2023-06-07T15:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0006,PRJ-029,Subcontract,CON-035,Subject item win including begin.,2024-02-01,2024-04-04,236503,Delivered,Heather Reynolds,,2024-02-01T08:24:00,2024-02-01T08:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0007,PRJ-029,Subcontract,CON-089,Support great marriage appear.,2023-06-03,2023-07-20,327678,Issued,Kimberly Moreno,,2023-06-03T15:03:00,2023-06-03T15:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0008,PRJ-029,Material,SUP-052,Compare worry purpose miss agent official brother.,2022-11-24,2022-12-19,346150,Paid,Stefanie Jones,,2022-11-24T14:32:00,2022-11-24T14:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0009,PRJ-029,Material,SUP-015,Office half know think cold.,2023-05-30,2023-06-17,276826,Paid,Ethan Tran,,2023-05-30T16:04:00,2023-05-30T16:04:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0010,PRJ-029,Material,SUP-072,Quickly quite these ago.,2023-01-21,2023-02-26,364813,Paid,Erica Mcdonald,,2023-01-21T11:49:00,2023-01-21T11:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0011,PRJ-029,Material,SUP-035,Card environmental themselves reach southern onto include response.,2022-07-13,2022-07-24,444008,Issued,Stephanie Rodriguez,,2022-07-13T13:41:00,2022-07-13T13:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0012,PRJ-029,Material,SUP-006,Reduce important analysis discussion.,2023-11-25,2024-02-05,469995,Issued,Molly Williams,,2023-11-25T12:42:00,2023-11-25T12:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0013,PRJ-029,Material,SUP-070,Notice like him protect appear civil agent.,2024-09-09,2024-11-27,248562,Delivered,Melissa Jordan,,2024-09-09T17:40:00,2024-09-09T17:40:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0014,PRJ-029,Subcontract,CON-083,Memory carry gas Congress ahead.,2024-04-25,2024-06-10,36862,Invoiced,Christopher Green,,2024-04-25T12:49:00,2024-04-25T12:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0015,PRJ-029,Material,SUP-038,Control personal challenge think age guess.,2023-03-29,2023-04-25,449184,Draft,Miss Allison King MD,,2023-03-29T11:39:00,2023-03-29T11:39:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0016,PRJ-029,Material,SUP-033,Four give forget finish know hope.,2022-11-17,2023-02-10,98945,Invoiced,Louis Robinson,,2022-11-17T14:24:00,2022-11-17T14:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0017,PRJ-029,Material,SUP-044,Vote ago outside themselves imagine memory pattern lot.,2023-02-27,2023-04-30,241578,Delivered,Katherine Brown,,2023-02-27T10:48:00,2023-02-27T10:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0018,PRJ-029,Material,SUP-053,Republican between realize talk if.,2024-03-17,2024-06-03,276046,Draft,Robert Dixon,,2024-03-17T11:21:00,2024-03-17T11:21:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0019,PRJ-029,Material,SUP-028,Officer face although probably spend again our.,2024-09-29,2024-12-20,437917,Issued,Kimberly Arnold,,2024-09-29T17:19:00,2024-09-29T17:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0020,PRJ-029,Material,SUP-026,Author election official manager prevent difference instead.,2022-09-23,2022-10-25,261075,Issued,Tyler Brown,,2022-09-23T10:51:00,2022-09-23T10:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0021,PRJ-029,Subcontract,CON-051,Tonight level fire up country beyond popular.,2024-10-11,2024-11-25,445092,Draft,Ryan Williamson,,2024-10-11T15:06:00,2024-10-11T15:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0022,PRJ-029,Material,SUP-039,Which must matter away realize.,2022-07-03,2022-08-18,155234,Invoiced,Loretta Lewis,,2022-07-03T16:03:00,2022-07-03T16:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-029-0023,PRJ-029,Material,SUP-019,Wrong officer political approach.,2024-04-14,2024-04-24,278109,Delivered,Stephanie Dennis,,2024-04-14T09:50:00,2024-04-14T09:50:00,system@alrashdeng.ae,1,True,
