inspection_id,project_id,inspection_type,inspection_date,inspector_id,location,result,defects_found,corrective_action,reinspection_date,remarks,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
INS-96C2E045,PRJ-020,Formwork,2022-10-06,EMP-0086,"Level 17, Zone B",Failed,4,Painting draw every once beautiful blood picture.,2022-10-16,,,2022-10-06T14:22:00,2022-10-06T14:22:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-E9846BAA,PRJ-020,Final Handover,2022-07-22,EMP-0079,"Level 40, Zone B",Conditional,5,Cover knowledge better walk people.,,,,2022-07-22T09:37:00,2022-07-22T09:37:00,system@alrashdeng.ae,1,True,
INS-33B636DC,PRJ-020,Concrete Pour,2022-02-10,EMP-0081,"Level 6, Zone B",Passed,0,,,,,2022-02-10T07:04:00,2022-02-10T07:04:00,system@alrashdeng.ae,1,True,
INS-3113B13A,PRJ-020,Structural,2022-06-16,EMP-0098,"Level 2, Zone D",Conditional,2,Nearly education theory table trade window.,,,,2022-06-16T07:25:00,2022-06-16T07:25:00,system@alrashdeng.ae,1,True,
INS-1E0FD29B,PRJ-020,Fire Safety,2022-12-28,EMP-0082,"Level 11, Zone B",Conditional,1,Attack industry use mean against out.,,Face what article win.,,2022-12-28T13:38:00,2022-12-28T13:38:00,system@alrashdeng.ae,1,True,
INS-AF481FC0,PRJ-020,Rebar Placement,2021-12-12,EMP-0098,"Level 35, Zone A",Passed,0,,,,,2021-12-12T07:00:00,2021-12-12T07:00:00,system@alrashdeng.ae,1,True,
INS-2A5F66E4,PRJ-020,MEP Rough-In,2022-06-15,EMP-0078,"Level 8, Zone C",Passed,0,,,Seek his single husband even contain.,,2022-06-15T13:41:00,2022-06-15T13:41:00,system@alrashdeng.ae,1,True,
INS-0244BC44,PRJ-020,Structural,2021-11-26,EMP-0082,"Level 16, Zone D",Conditional,2,Lay remain modern field detail remain need.,,,,2021-11-26T17:18:00,2021-11-26T17:18:00,system@alrashdeng.ae,1,True,
INS-4AB63E0F,PRJ-020,Fire Safety,2021-12-02,EMP-0093,"Level 50, Zone A",Passed,0,,,Policy walk everyone.,,2021-12-02T11:19:00,2021-12-02T11:19:00,system@alrashdeng.ae,1,True,
INS-A4752FA7,PRJ-020,Fire Safety,2021-11-11,EMP-0091,"Level 43, Zone D",Passed,0,,,,,2021-11-11T13:34:00,2021-11-11T13:34:00,system@alrashdeng.ae,1,True,
INS-88DB3692,PRJ-020,MEP Rough-In,2023-02-12,EMP-0089,"Level 41, Zone C",Passed,0,,,,,2023-02-12T12:14:00,2023-02-12T12:14:00,system@alrashdeng.ae,1,True,
INS-9AEBBC3E,PRJ-020,Fire Safety,2021-11-02,EMP-0080,"Level 17, Zone D",Passed,0,,,,,2021-11-02T15:34:00,2021-11-02T15:34:00,system@alrashdeng.ae,1,True,
INS-B4992393,PRJ-020,Structural,2023-02-07,EMP-0089,"Level 32, Zone B",Conditional,5,Enough card together far world personal action.,,Despite whole computer will Mr without.,,2023-02-07T11:32:00,2023-02-07T11:32:00,system@alrashdeng.ae,1,True,
INS-B8FC7513,PRJ-020,Waterproofing,2022-10-26,EMP-0095,"Level 47, Zone B",Passed,0,,,,,2022-10-26T12:41:00,2022-10-26T12:41:00,system@alrashdeng.ae,1,True,
INS-41E15F65,PRJ-020,Structural,2022-10-08,EMP-0098,"Level 10, Zone D",Failed,3,Plant nearly stage determine environmental ok space send.,2022-10-14,,,2022-10-08T13:53:00,2022-10-08T13:53:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-6F144DC6,PRJ-020,Fire Safety,2021-11-24,EMP-0085,"Level 9, Zone A",Passed,0,,,Chance look many least spring computer.,,2021-11-24T14:30:00,2021-11-24T14:30:00,system@alrashdeng.ae,1,True,
INS-A5C6C5AE,PRJ-020,Final Handover,2022-07-05,EMP-0078,"Level 32, Zone C",Passed,0,,,,,2022-07-05T17:26:00,2022-07-05T17:26:00,system@alrashdeng.ae,1,True,
INS-2D7FFE23,PRJ-020,MEP Rough-In,2022-01-31,EMP-0098,"Level 16, Zone C",Failed,1,Reach could century interview lawyer population.,2022-02-14,,,2022-01-31T16:44:00,2022-01-31T16:44:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-BA0D3F1F,PRJ-020,Concrete Pour,2022-04-06,EMP-0089,"Level 1, Zone C",Passed,0,,,,,2022-04-06T07:23:00,2022-04-06T07:23:00,system@alrashdeng.ae,1,True,
INS-60BC6CBC,PRJ-020,Concrete Pour,2022-10-11,EMP-0097,"Level 11, Zone C",Conditional,3,Again step shake popular analysis eat.,,,,2022-10-11T07:03:00,2022-10-11T07:03:00,system@alrashdeng.ae,1,True,
INS-9981D28F,PRJ-020,MEP Rough-In,2021-10-16,EMP-0086,"Level 11, Zone B",Passed,0,,,,,2021-10-16T14:28:00,2021-10-16T14:28:00,system@alrashdeng.ae,1,True,
INS-CAAA4685,PRJ-020,Final Handover,2021-09-08,EMP-0082,"Level 37, Zone C",Passed,0,,,,,2021-09-08T12:42:00,2021-09-08T12:42:00,system@alrashdeng.ae,1,True,
INS-DA4BDF2D,PRJ-020,Concrete Pour,2021-10-28,EMP-0085,"Level 35, Zone A",Conditional,0,Dark lose none know.,,,,2021-10-28T12:35:00,2021-10-28T12:35:00,system@alrashdeng.ae,1,True,
INS-3E6A41F1,PRJ-020,Rebar Placement,2021-11-28,EMP-0089,"Level 2, Zone B",Passed,0,,,,,2021-11-28T17:00:00,2021-11-28T17:00:00,system@alrashdeng.ae,1,True,
INS-8B2A3730,PRJ-020,Fire Safety,2021-10-01,EMP-0078,"Level 42, Zone B",Passed,0,,,Again and name bill.,,2021-10-01T08:19:00,2021-10-01T08:19:00,system@alrashdeng.ae,1,True,
INS-E983C62E,PRJ-020,Fire Safety,2022-12-23,EMP-0085,"Level 4, Zone B",Passed,0,,,Agency interview challenge pretty difficult.,,2022-12-23T16:16:00,2022-12-23T16:16:00,system@alrashdeng.ae,1,True,
INS-B7007CE3,PRJ-020,MEP Rough-In,2022-12-19,EMP-0085,"Level 48, Zone D",Conditional,4,Man yard different what.,,Ground past brother type turn.,,2022-12-19T12:12:00,2022-12-19T12:12:00,system@alrashdeng.ae,1,True,
INS-6DBA9754,PRJ-020,Rebar Placement,2022-12-28,EMP-0081,"Level 9, Zone B",Passed,0,,,,,2022-12-28T16:01:00,2022-12-28T16:01:00,system@alrashdeng.ae,1,True,
INS-6CDCD3BE,PRJ-020,Formwork,2022-06-14,EMP-0090,"Level 22, Zone B",Passed,0,,,Throw reach person expert.,,2022-06-14T11:09:00,2022-06-14T11:09:00,system@alrashdeng.ae,1,True,
INS-A9673FE1,PRJ-020,Structural,2022-12-17,EMP-0090,"Level 11, Zone C",Failed,0,Usually specific represent baby able value.,2022-12-31,,,2022-12-17T12:31:00,2022-12-17T12:31:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-25D4EC19,PRJ-020,MEP Rough-In,2021-11-20,EMP-0095,"Level 45, Zone C",Passed,0,,,,,2021-11-20T12:05:00,2021-11-20T12:05:00,system@alrashdeng.ae,1,True,
INS-F9F15E65,PRJ-020,Structural,2022-03-30,EMP-0079,"Level 38, Zone A",Passed,0,,,,,2022-03-30T12:06:00,2022-03-30T12:06:00,system@alrashdeng.ae,1,True,
INS-6D6D91E1,PRJ-020,Final Handover,2022-05-17,EMP-0087,"Level 22, Zone C",Passed,0,,,,,2022-05-17T17:14:00,2022-05-17T17:14:00,system@alrashdeng.ae,1,True,
INS-52B3A0D1,PRJ-020,Final Handover,2023-02-01,EMP-0079,"Level 48, Zone D",Conditional,1,Consider his floor interest.,,,,2023-02-01T15:54:00,2023-02-01T15:54:00,system@alrashdeng.ae,1,True,
INS-A2F87DEA,PRJ-020,Structural,2022-09-10,EMP-0092,"Level 12, Zone B",Passed,0,,,,,2022-09-10T13:06:00,2022-09-10T13:06:00,system@alrashdeng.ae,1,True,
INS-EBEE4C80,PRJ-020,Rebar Placement,2022-02-28,EMP-0088,"Level 30, Zone C",Passed,0,,,Himself near much manage movie.,,2022-02-28T09:48:00,2022-02-28T09:48:00,system@alrashdeng.ae,1,True,
INS-6BFDC189,PRJ-020,Waterproofing,2022-01-03,EMP-0081,"Level 11, Zone D",Passed,0,,,,,2022-01-03T11:33:00,2022-01-03T11:33:00,system@alrashdeng.ae,1,True,
INS-BF8F81EA,PRJ-020,Final Handover,2022-06-12,EMP-0090,"Level 10, Zone A",Passed,0,,,,,2022-06-12T07:27:00,2022-06-12T07:27:00,system@alrashdeng.ae,1,True,
INS-00BBD543,PRJ-020,MEP Rough-In,2021-12-28,EMP-0080,"Level 38, Zone D",Failed,1,Yes admit next whatever TV.,2021-12-31,Treat guess support single.,,2021-12-28T10:59:00,2021-12-28T10:59:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-DA72AB37,PRJ-021,Fire Safety,2022-08-02,EMP-0080,"Level 27, Zone D",Failed,0,Will tree drug still argue case while.,2022-08-09,,,2022-08-02T12:46:00,2022-08-02T12:46:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-B2351615,PRJ-021,Formwork,2024-05-07,EMP-0082,"Level 43, Zone D",Failed,3,He reduce production available study that.,2024-05-13,,,2024-05-07T08:11:00,2024-05-07T08:11:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-3EBB527C,PRJ-021,Waterproofing,2022-03-31,EMP-0085,"Level 49, Zone A",Passed,0,,,,,2022-03-31T12:54:00,2022-03-31T12:54:00,system@alrashdeng.ae,1,True,
INS-6A9F687A,PRJ-021,Waterproofing,2022-05-23,EMP-0098,"Level 9, Zone A",Passed,0,,,,,2022-05-23T16:52:00,2022-05-23T16:52:00,system@alrashdeng.ae,1,True,
INS-23DE67FC,PRJ-021,Structural,2022-08-14,EMP-0087,"Level 23, Zone A",Passed,0,,,Recognize federal in front sit receive expert.,,2022-08-14T09:35:00,2022-08-14T09:35:00,system@alrashdeng.ae,1,True,
INS-9AAB1EFB,PRJ-021,MEP Rough-In,2022-08-21,EMP-0081,"Level 15, Zone C",Passed,0,,,,,2022-08-21T12:49:00,2022-08-21T12:49:00,system@alrashdeng.ae,1,True,
INS-6579DC22,PRJ-021,Final Handover,2024-06-30,EMP-0090,"Level 29, Zone B",Passed,0,,,,,2024-06-30T08:07:00,2024-06-30T08:07:00,system@alrashdeng.ae,1,True,
INS-744CC6AE,PRJ-021,Fire Safety,2024-10-01,EMP-0087,"Level 37, Zone A",Conditional,5,Represent election occur fill dinner use even.,,,,2024-10-01T11:12:00,2024-10-01T11:12:00,system@alrashdeng.ae,1,True,
INS-2008BD4C,PRJ-021,MEP Rough-In,2022-06-09,EMP-0098,"Level 19, Zone B",Passed,0,,,,,2022-06-09T16:23:00,2022-06-09T16:23:00,system@alrashdeng.ae,1,True,
INS-380A402D,PRJ-021,Rebar Placement,2024-06-21,EMP-0079,"Level 43, Zone B",Passed,0,,,,,2024-06-21T16:30:00,2024-06-21T16:30:00,system@alrashdeng.ae,1,True,
INS-8F2DE908,PRJ-021,Rebar Placement,2023-05-18,EMP-0098,"Level 6, Zone C",Passed,0,,,,,2023-05-18T09:43:00,2023-05-18T09:43:00,system@alrashdeng.ae,1,True,
INS-77EB6D89,PRJ-021,Rebar Placement,2024-01-15,EMP-0092,"Level 38, Zone B",Failed,3,Finish politics still close sound position crime.,2024-01-23,Bit guy single friend.,,2024-01-15T14:13:00,2024-01-15T14:13:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-10B8C1C5,PRJ-021,Rebar Placement,2022-11-25,EMP-0091,"Level 9, Zone A",Passed,0,,,Others series finally necessary point.,,2022-11-25T15:31:00,2022-11-25T15:31:00,system@alrashdeng.ae,1,True,
INS-91F390F4,PRJ-021,Formwork,2022-04-02,EMP-0083,"Level 6, Zone B",Passed,0,,,,,2022-04-02T08:50:00,2022-04-02T08:50:00,system@alrashdeng.ae,1,True,
INS-7BDAC670,PRJ-021,Final Handover,2023-11-30,EMP-0084,"Level 43, Zone D",Passed,0,,,,,2023-11-30T14:07:00,2023-11-30T14:07:00,system@alrashdeng.ae,1,True,
INS-4F00BA6A,PRJ-021,Fire Safety,2022-04-18,EMP-0082,"Level 36, Zone D",Passed,0,,,,,2022-04-18T14:41:00,2022-04-18T14:41:00,system@alrashdeng.ae,1,True,
INS-F56FEBB1,PRJ-021,Fire Safety,2022-03-06,EMP-0097,"Level 47, Zone A",Passed,0,,,,,2022-03-06T10:03:00,2022-03-06T10:03:00,system@alrashdeng.ae,1,True,
INS-6401118D,PRJ-021,Waterproofing,2023-05-24,EMP-0088,"Level 3, Zone A",Passed,0,,,Wind reflect best imagine scientist big.,,2023-05-24T09:00:00,2023-05-24T09:00:00,system@alrashdeng.ae,1,True,
INS-CBCB3293,PRJ-021,Structural,2024-09-02,EMP-0094,"Level 15, Zone D",Passed,0,,,,,2024-09-02T07:56:00,2024-09-02T07:56:00,system@alrashdeng.ae,1,True,
INS-099396FF,PRJ-021,Waterproofing,2023-05-06,EMP-0098,"Level 22, Zone A",Passed,0,,,,,2023-05-06T12:32:00,2023-05-06T12:32:00,system@alrashdeng.ae,1,True,
INS-142925A0,PRJ-021,Final Handover,2023-01-21,EMP-0090,"Level 3, Zone B",Passed,0,,,,,2023-01-21T07:17:00,2023-01-21T07:17:00,system@alrashdeng.ae,1,True,
INS-3B482D28,PRJ-021,MEP Rough-In,2024-11-30,EMP-0086,"Level 26, Zone D",Passed,0,,,,,2024-11-30T11:40:00,2024-11-30T11:40:00,system@alrashdeng.ae,1,True,
INS-240F92A4,PRJ-021,Formwork,2024-11-29,EMP-0085,"Level 50, Zone D",Passed,0,,,,,2024-11-29T08:02:00,2024-11-29T08:02:00,system@alrashdeng.ae,1,True,
INS-806A29AD,PRJ-021,MEP Rough-In,2024-07-20,EMP-0095,"Level 42, Zone B",Passed,0,,,,,2024-07-20T08:03:00,2024-07-20T08:03:00,system@alrashdeng.ae,1,True,
INS-85F62467,PRJ-021,Rebar Placement,2023-10-06,EMP-0085,"Level 15, Zone C",Passed,0,,,,,2023-10-06T08:34:00,2023-10-06T08:34:00,system@alrashdeng.ae,1,True,
INS-21962A11,PRJ-021,Formwork,2025-01-20,EMP-0082,"Level 0, Zone A",Passed,0,,,,,2025-01-20T17:35:00,2025-01-20T17:35:00,system@alrashdeng.ae,1,True,
INS-F0AD16F7,PRJ-021,Fire Safety,2023-03-18,EMP-0085,"Level 11, Zone A",Passed,0,,,Always require raise dream young parent.,,2023-03-18T10:43:00,2023-03-18T10:43:00,system@alrashdeng.ae,1,True,
INS-7F5DA7F8,PRJ-021,Rebar Placement,2025-02-21,EMP-0090,"Level 33, Zone A",Conditional,5,Source central that natural.,,Material lawyer college fast.,,2025-02-21T13:14:00,2025-02-21T13:14:00,system@alrashdeng.ae,1,True,
INS-16D7BA54,PRJ-021,Concrete Pour,2022-05-13,EMP-0085,"Level 34, Zone A",Passed,0,,,,,2022-05-13T14:15:00,2022-05-13T14:15:00,system@alrashdeng.ae,1,True,
INS-42089FC8,PRJ-021,Structural,2022-05-17,EMP-0097,"Level 0, Zone D",Conditional,5,Without shake kind under vote will major.,,,,2022-05-17T11:41:00,2022-05-17T11:41:00,system@alrashdeng.ae,1,True,
INS-DB646A33,PRJ-021,Structural,2023-04-15,EMP-0093,"Level 11, Zone A",Passed,0,,,,,2023-04-15T12:08:00,2023-04-15T12:08:00,system@alrashdeng.ae,1,True,
INS-5DE22A7D,PRJ-021,Waterproofing,2024-02-01,EMP-0081,"Level 49, Zone A",Passed,0,,,Suddenly weight health radio media enjoy then.,,2024-02-01T07:29:00,2024-02-01T07:29:00,system@alrashdeng.ae,1,True,
INS-0E9B65BB,PRJ-021,Structural,2024-04-13,EMP-0085,"Level 17, Zone C",Passed,0,,,Record night choice black heart.,,2024-04-13T07:50:00,2024-04-13T07:50:00,system@alrashdeng.ae,1,True,
INS-63629509,PRJ-021,Fire Safety,2023-12-06,EMP-0081,"Level 11, Zone B",Conditional,3,Protect give life movement stand board Congress.,,,,2023-12-06T12:05:00,2023-12-06T12:05:00,system@alrashdeng.ae,1,True,
INS-C4A9D8AC,PRJ-021,Rebar Placement,2022-06-28,EMP-0097,"Level 16, Zone C",Passed,0,,,,,2022-06-28T12:26:00,2022-06-28T12:26:00,system@alrashdeng.ae,1,True,
INS-513994A1,PRJ-021,Final Handover,2023-07-03,EMP-0082,"Level 39, Zone D",Failed,2,You main reduce live everything although.,2023-07-11,,,2023-07-03T08:38:00,2023-07-03T08:38:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-36A5FABA,PRJ-021,Final Handover,2022-08-21,EMP-0091,"Level 31, Zone A",Passed,0,,,,,2022-08-21T14:46:00,2022-08-21T14:46:00,system@alrashdeng.ae,1,True,
INS-C632554B,PRJ-021,Rebar Placement,2023-02-25,EMP-0094,"Level 32, Zone D",Conditional,1,Artist speak smile without degree deep.,,Well raise establish.,,2023-02-25T10:37:00,2023-02-25T10:37:00,system@alrashdeng.ae,1,True,
INS-461EA8AA,PRJ-021,Structural,2024-02-19,EMP-0081,"Level 8, Zone D",Passed,0,,,Bank them later information degree throw.,,2024-02-19T13:59:00,2024-02-19T13:59:00,system@alrashdeng.ae,1,True,
INS-E6D1FE21,PRJ-021,MEP Rough-In,2022-09-22,EMP-0078,"Level 23, Zone C",Passed,0,,,,,2022-09-22T14:06:00,2022-09-22T14:06:00,system@alrashdeng.ae,1,True,
INS-2A1EDA7B,PRJ-021,Final Handover,2023-06-28,EMP-0087,"Level 2, Zone B",Passed,0,,,Glass industry little read claim.,,2023-06-28T10:43:00,2023-06-28T10:43:00,system@alrashdeng.ae,1,True,
INS-92004957,PRJ-021,Waterproofing,2024-04-29,EMP-0090,"Level 4, Zone C",Conditional,2,Statement night throw cup reveal official.,,Food worry voice sea.,,2024-04-29T13:11:00,2024-04-29T13:11:00,system@alrashdeng.ae,1,True,
INS-E58118D1,PRJ-021,Structural,2024-06-13,EMP-0084,"Level 46, Zone B",Passed,0,,,,,2024-06-13T17:07:00,2024-06-13T17:07:00,system@alrashdeng.ae,1,True,
INS-51001AB9,PRJ-021,Final Handover,2023-08-01,EMP-0091,"Level 49, Zone A",Passed,0,,,,,2023-08-01T09:40:00,2023-08-01T09:40:00,system@alrashdeng.ae,1,True,
INS-43470982,PRJ-021,Rebar Placement,2022-07-04,EMP-0089,"Level 11, Zone C",Conditional,4,Reveal write wall tax plant police official.,,,,2022-07-04T16:25:00,2022-07-04T16:25:00,system@alrashdeng.ae,1,True,
INS-6B90A95B,PRJ-021,Structural,2022-04-07,EMP-0084,"Level 26, Zone C",Failed,3,Similar over democratic decide course quickly western.,2022-04-10,Sport administration to maybe test record.,,2022-04-07T13:20:00,2022-04-07T13:20:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-5A0AE917,PRJ-021,Structural,2024-03-05,EMP-0096,"Level 32, Zone D",Passed,0,,,Stock international wind from unit learn.,,2024-03-05T10:24:00,2024-03-05T10:24:00,system@alrashdeng.ae,1,True,
INS-8AF2820E,PRJ-021,MEP Rough-In,2023-04-26,EMP-0078,"Level 1, Zone C",Failed,4,High suddenly read join exist per.,2023-05-02,,,2023-04-26T16:58:00,2023-04-26T16:58:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-166E46AE,PRJ-021,MEP Rough-In,2025-01-14,EMP-0090,"Level 46, Zone B",Conditional,5,Bed administration usually billion.,,Until between know ok allow face inside development.,,2025-01-14T12:36:00,2025-01-14T12:36:00,system@alrashdeng.ae,1,True,
INS-DB394550,PRJ-021,Formwork,2023-07-28,EMP-0097,"Level 7, Zone B",Passed,0,,,,,2023-07-28T07:24:00,2023-07-28T07:24:00,system@alrashdeng.ae,1,True,
INS-CB33478A,PRJ-021,MEP Rough-In,2023-08-14,EMP-0086,"Level 4, Zone A",Passed,0,,,Include star region scientist account hear difference.,,2023-08-14T07:24:00,2023-08-14T07:24:00,system@alrashdeng.ae,1,True,
INS-4EB18C88,PRJ-021,Formwork,2023-01-14,EMP-0096,"Level 6, Zone A",Conditional,4,Pull above training allow ago so.,,,,2023-01-14T09:32:00,2023-01-14T09:32:00,system@alrashdeng.ae,1,True,
INS-99960A38,PRJ-021,Waterproofing,2024-10-10,EMP-0093,"Level 7, Zone B",Passed,0,,,,,2024-10-10T15:07:00,2024-10-10T15:07:00,system@alrashdeng.ae,1,True,
INS-FE2A0CBC,PRJ-021,Structural,2023-02-21,EMP-0098,"Level 3, Zone D",Passed,0,,,,,2023-02-21T14:33:00,2023-02-21T14:33:00,system@alrashdeng.ae,1,True,
INS-31523136,PRJ-021,Waterproofing,2023-06-30,EMP-0096,"Level 30, Zone C",Failed,4,Popular stock soon official can player within community.,2023-07-12,,,2023-06-30T16:03:00,2023-06-30T16:03:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-3B20D154,PRJ-021,Formwork,2024-12-21,EMP-0082,"Level 6, Zone D",Passed,0,,,,,2024-12-21T11:34:00,2024-12-21T11:34:00,system@alrashdeng.ae,1,True,
INS-1E4DACD6,PRJ-021,Fire Safety,2022-06-18,EMP-0091,"Level 22, Zone A",Passed,0,,,,,2022-06-18T15:42:00,2022-06-18T15:42:00,system@alrashdeng.ae,1,True,
INS-C31DB215,PRJ-021,Concrete Pour,2024-02-14,EMP-0091,"Level 4, Zone D",Passed,0,,,,,2024-02-14T17:54:00,2024-02-14T17:54:00,system@alrashdeng.ae,1,True,
INS-28B7B541,PRJ-021,Fire Safety,2024-02-10,EMP-0091,"Level 15, Zone A",Conditional,3,Data behavior join pick order agreement.,,,,2024-02-10T08:10:00,2024-02-10T08:10:00,system@alrashdeng.ae,1,True,
INS-926114B7,PRJ-022,Fire Safety,2023-10-02,EMP-0089,"Level 28, Zone B",Passed,0,,,Agent safe work play sing cost.,,2023-10-02T13:06:00,2023-10-02T13:06:00,system@alrashdeng.ae,1,True,
INS-89111A42,PRJ-022,Waterproofing,2023-08-31,EMP-0097,"Level 26, Zone B",Passed,0,,,,,2023-08-31T15:32:00,2023-08-31T15:32:00,system@alrashdeng.ae,1,True,
INS-C93A7471,PRJ-022,Rebar Placement,2023-12-17,EMP-0096,"Level 13, Zone A",Passed,0,,,,,2023-12-17T09:44:00,2023-12-17T09:44:00,system@alrashdeng.ae,1,True,
INS-46641858,PRJ-022,Rebar Placement,2023-03-28,EMP-0084,"Level 41, Zone A",Passed,0,,,,,2023-03-28T13:31:00,2023-03-28T13:31:00,system@alrashdeng.ae,1,True,
INS-A36D4D54,PRJ-022,MEP Rough-In,2022-10-11,EMP-0083,"Level 7, Zone D",Passed,0,,,,,2022-10-11T10:26:00,2022-10-11T10:26:00,system@alrashdeng.ae,1,True,
INS-758964F5,PRJ-022,MEP Rough-In,2024-03-08,EMP-0080,"Level 30, Zone C",Passed,0,,,,,2024-03-08T07:48:00,2024-03-08T07:48:00,system@alrashdeng.ae,1,True,
INS-484F7F7C,PRJ-022,Waterproofing,2024-02-04,EMP-0097,"Level 3, Zone B",Passed,0,,,,,2024-02-04T09:38:00,2024-02-04T09:38:00,system@alrashdeng.ae,1,True,
INS-7E86D7F8,PRJ-022,Waterproofing,2023-01-21,EMP-0089,"Level 33, Zone C",Passed,0,,,,,2023-01-21T12:44:00,2023-01-21T12:44:00,system@alrashdeng.ae,1,True,
INS-640B7B85,PRJ-022,MEP Rough-In,2023-12-19,EMP-0097,"Level 37, Zone A",Passed,0,,,,,2023-12-19T11:46:00,2023-12-19T11:46:00,system@alrashdeng.ae,1,True,
INS-12D5DFE5,PRJ-022,Formwork,2022-10-21,EMP-0082,"Level 20, Zone C",Passed,0,,,,,2022-10-21T11:04:00,2022-10-21T11:04:00,system@alrashdeng.ae,1,True,
INS-AFF54774,PRJ-022,Formwork,2023-05-29,EMP-0088,"Level 35, Zone A",Failed,5,Heart finish traditional speak conference act.,2023-06-12,Process piece talk bring.,,2023-05-29T11:53:00,2023-05-29T11:53:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-9D2F6E76,PRJ-022,Structural,2023-03-08,EMP-0083,"Level 6, Zone B",Passed,0,,,National citizen score unit cover ahead age memory.,,2023-03-08T13:51:00,2023-03-08T13:51:00,system@alrashdeng.ae,1,True,
INS-E608D6D3,PRJ-022,Rebar Placement,2022-11-19,EMP-0095,"Level 25, Zone B",Passed,0,,,,,2022-11-19T11:22:00,2022-11-19T11:22:00,system@alrashdeng.ae,1,True,
INS-155C8139,PRJ-022,Rebar Placement,2022-12-26,EMP-0084,"Level 46, Zone C",Passed,0,,,,,2022-12-26T08:20:00,2022-12-26T08:20:00,system@alrashdeng.ae,1,True,
INS-460F01A5,PRJ-022,MEP Rough-In,2023-10-13,EMP-0079,"Level 38, Zone B",Passed,0,,,,,2023-10-13T14:38:00,2023-10-13T14:38:00,system@alrashdeng.ae,1,True,
INS-B544F70C,PRJ-022,Fire Safety,2023-05-26,EMP-0097,"Level 2, Zone D",Passed,0,,,,,2023-05-26T11:23:00,2023-05-26T11:23:00,system@alrashdeng.ae,1,True,
INS-CF1B6490,PRJ-022,Final Handover,2023-07-05,EMP-0082,"Level 40, Zone C",Failed,5,Job watch two economic cup suffer response.,2023-07-08,,,2023-07-05T16:38:00,2023-07-05T16:38:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-C435FE28,PRJ-022,Rebar Placement,2024-02-24,EMP-0092,"Level 30, Zone B",Passed,0,,,,,2024-02-24T08:26:00,2024-02-24T08:26:00,system@alrashdeng.ae,1,True,
INS-F429C05D,PRJ-022,Rebar Placement,2023-07-25,EMP-0080,"Level 13, Zone B",Passed,0,,,Item land others even five blue him.,,2023-07-25T14:12:00,2023-07-25T14:12:00,system@alrashdeng.ae,1,True,
INS-A1F886CE,PRJ-022,Final Handover,2022-12-16,EMP-0078,"Level 30, Zone B",Passed,0,,,,,2022-12-16T17:14:00,2022-12-16T17:14:00,system@alrashdeng.ae,1,True,
INS-08A47EE1,PRJ-022,Waterproofing,2023-12-05,EMP-0078,"Level 45, Zone B",Conditional,2,Education important page theory wear most huge.,,,,2023-12-05T09:41:00,2023-12-05T09:41:00,system@alrashdeng.ae,1,True,
INS-CA782F58,PRJ-022,Waterproofing,2022-10-29,EMP-0081,"Level 44, Zone B",Passed,0,,,Group authority prevent head.,,2022-10-29T07:26:00,2022-10-29T07:26:00,system@alrashdeng.ae,1,True,
INS-B033EE83,PRJ-022,MEP Rough-In,2023-11-12,EMP-0083,"Level 46, Zone B",Conditional,3,Response degree nothing.,,,,2023-11-12T07:06:00,2023-11-12T07:06:00,system@alrashdeng.ae,1,True,
INS-62B61594,PRJ-022,Rebar Placement,2023-02-24,EMP-0098,"Level 50, Zone C",Failed,2,Own money bill everyone part.,2023-03-03,,,2023-02-24T15:55:00,2023-02-24T15:55:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-92EE4820,PRJ-022,Formwork,2024-01-10,EMP-0078,"Level 10, Zone C",Passed,0,,,,,2024-01-10T12:00:00,2024-01-10T12:00:00,system@alrashdeng.ae,1,True,
INS-6F69A1CF,PRJ-022,Waterproofing,2024-01-15,EMP-0092,"Level 26, Zone C",Conditional,5,Spend cup anyone management another ever.,,Buy commercial force him.,,2024-01-15T08:07:00,2024-01-15T08:07:00,system@alrashdeng.ae,1,True,
INS-C886B7C6,PRJ-022,Structural,2023-07-19,EMP-0080,"Level 21, Zone D",Conditional,2,Write treatment expect success idea time truth.,,,,2023-07-19T16:18:00,2023-07-19T16:18:00,system@alrashdeng.ae,1,True,
INS-784AEE43,PRJ-022,Waterproofing,2022-09-16,EMP-0093,"Level 22, Zone B",Passed,0,,,,,2022-09-16T16:45:00,2022-09-16T16:45:00,system@alrashdeng.ae,1,True,
