incident_id,project_id,incident_date,incident_type,severity,description,location,injured_persons,lti_days,root_cause,corrective_action,status,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
INC-0182EA71,PRJ-012,2024-11-17,Medical Treatment,Medium,Check oil hair democratic up drug step PM.,"Level 27, West Wing",1,0,Unsafe Act,Quickly fact above network bag.,Closed,—,2024-11-17T16:41:00,2024-11-17T16:41:00,system@alrashdeng.ae,1,True,—
INC-8C9C931B,PRJ-012,2024-11-01,Medical Treatment,Low,Trip low alone both performance page today we.,"Level 32, East Wing",1,0,Unsafe Condition,Production lead player human.,Closed,—,2024-11-01T08:03:00,2024-11-01T08:03:00,system@alrashdeng.ae,1,True,—
INC-B2FBE76E,PRJ-012,2025-01-26,First Aid,Medium,Real prevent police.,"Level 23, East Wing",1,0,Unsafe Condition,Week heavy garden where.,Closed,—,2025-01-26T13:48:00,2025-01-26T13:48:00,system@alrashdeng.ae,1,True,—
INC-4B4547E6,PRJ-013,2023-08-26,First Aid,Low,Morning either despite tell travel.,"Level 41, East Wing",1,0,Unsafe Act,Box tree fine responsibility fight peace box.,Closed,—,2023-08-26T17:17:00,2023-08-26T17:17:00,system@alrashdeng.ae,1,True,—
INC-B0A095FE,PRJ-013,2025-02-03,Near Miss,Medium,Laugh card cell whose town such apply.,"Level 12, West Wing",0,0,Lack of Training,Down yard rest act thank value dark phone.,Open,—,2025-02-03T10:20:00,2025-02-03T10:20:00,system@alrashdeng.ae,1,True,—
INC-34740344,PRJ-013,2024-04-27,First Aid,Medium,Both program actually hear.,"Level 3, North Wing",1,0,Unsafe Act,That Democrat enter away do raise senior cost.,Closed,—,2024-04-27T15:42:00,2024-04-27T15:42:00,system@alrashdeng.ae,1,True,—
INC-A7D18255,PRJ-013,2024-02-07,Medical Treatment,Low,This because born.,"Level 32, West Wing",1,0,Unsafe Act,Level get face more town Democrat.,Closed,—,2024-02-07T17:13:00,2024-02-07T17:13:00,system@alrashdeng.ae,1,True,—
INC-19FCD170,PRJ-013,2024-12-06,First Aid,Low,Husband measure both item.,"Level 37, South Wing",1,0,Unsafe Condition,Some score in career our conference benefit.,Closed,—,2024-12-06T08:36:00,2024-12-06T08:36:00,system@alrashdeng.ae,1,True,—
INC-C106F517,PRJ-013,2023-08-10,Near Miss,Low,It doctor administration commercial.,"Level 35, North Wing",0,0,Equipment Failure,Of base rate use full political age watch.,Open,—,2023-08-10T09:06:00,2023-08-10T09:06:00,system@alrashdeng.ae,1,True,—
INC-9BBBCD36,PRJ-013,2023-04-10,First Aid,Low,Exactly avoid professor agree follow floor month.,"Level 6, North Wing",1,0,Equipment Failure,Floor natural include majority artist site mean.,Open,—,2023-04-10T12:29:00,2023-04-10T12:29:00,system@alrashdeng.ae,1,True,—
INC-BBDCB66D,PRJ-013,2024-01-27,First Aid,Low,Next risk you.,"Level 6, North Wing",1,0,Equipment Failure,Hotel process store fund member focus responsibility.,Open,—,2024-01-27T14:43:00,2024-01-27T14:43:00,system@alrashdeng.ae,1,True,—
INC-711E20C3,PRJ-014,2021-02-05,Medical Treatment,Low,Lawyer organization kind upon.,"Level 26, South Wing",1,0,Lack of Training,Nature north brother ready.,Open,—,2021-02-05T08:21:00,2021-02-05T08:21:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-1BA1F57C,PRJ-014,2023-06-19,Near Miss,Low,Seem as cover agree.,"Level 10, North Wing",0,0,Equipment Failure,Sure move authority peace always.,Closed,—,2023-06-19T12:50:00,2023-06-19T12:50:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-50969BC4,PRJ-014,2021-02-26,Medical Treatment,Medium,At light require event.,"Level 31, South Wing",1,0,Unsafe Act,Soon rest leave property even goal speech.,Closed,—,2021-02-26T08:54:00,2021-02-26T08:54:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-8E5FE3A5,PRJ-014,2022-03-27,First Aid,Medium,Weight piece become thus size effort.,"Level 18, South Wing",1,0,Unsafe Act,Language produce agent play.,Closed,—,2022-03-27T12:08:00,2022-03-27T12:08:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-8ADB4C5C,PRJ-014,2022-07-04,Medical Treatment,Medium,Build artist buy you we ever training.,"Level 43, West Wing",1,0,Unsafe Condition,Matter receive let indicate author team.,Closed,—,2022-07-04T12:39:00,2022-07-04T12:39:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-076BB877,PRJ-014,2021-06-02,Near Miss,Medium,Low nothing so last.,"Level 27, East Wing",0,0,Unsafe Act,Former use low way serve.,Closed,—,2021-06-02T15:56:00,2021-06-02T15:56:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-34A48AF8,PRJ-014,2021-03-08,Near Miss,Medium,Above region glass discover laugh them key.,"Level 48, West Wing",0,0,Lack of Training,Follow couple chance pay.,Closed,—,2021-03-08T13:13:00,2021-03-08T13:13:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-2EBDF74D,PRJ-014,2022-01-03,First Aid,Medium,Environmental nor listen dog remember material without.,"Level 10, West Wing",1,0,Unsafe Act,People then couple pick.,Closed,—,2022-01-03T11:34:00,2022-01-03T11:34:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-A0841D14,PRJ-014,2021-12-20,Medical Treatment,Medium,Clear top air.,"Level 11, North Wing",1,0,Unsafe Condition,Drug me program crime paper more she experience.,Closed,—,2021-12-20T08:14:00,2021-12-20T08:14:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-3F9B33D4,PRJ-014,2021-10-30,Medical Treatment,Low,Newspaper five serve somebody get report owner network.,"Level 12, South Wing",1,0,Lack of Training,Indicate law coach will list four wonder.,Closed,—,2021-10-30T07:45:00,2021-10-30T07:45:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E51BB6FC,PRJ-015,2020-11-10,Near Miss,Medium,Voice piece argue.,"Level 40, West Wing",0,0,Lack of Training,In create establish arrive.,Closed,—,2020-11-10T11:41:00,2020-11-10T11:41:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5FD89DFD,PRJ-015,2020-12-22,Medical Treatment,Medium,Ready eight ready gas win indeed.,"Level 44, East Wing",1,0,Lack of Training,Commercial than news consider describe hair.,Open,—,2020-12-22T11:34:00,2020-12-22T11:34:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5CF2241F,PRJ-015,2020-03-28,Near Miss,Medium,Science this wall data.,"Level 13, South Wing",0,0,Unsafe Act,Value base black fund threat.,Closed,—,2020-03-28T12:57:00,2020-03-28T12:57:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-7A619123,PRJ-015,2020-12-26,Near Miss,Medium,Coach spend place mother federal.,"Level 30, East Wing",0,0,Unsafe Act,Should her media tonight avoid perhaps but travel.,Closed,—,2020-12-26T07:13:00,2020-12-26T07:13:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-2C7381AB,PRJ-015,2021-01-04,Medical Treatment,Medium,Produce explain only there wrong.,"Level 4, South Wing",1,0,Lack of Training,Education rock follow prepare.,Open,—,2021-01-04T13:23:00,2021-01-04T13:23:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5FE98889,PRJ-015,2022-02-16,Near Miss,Medium,Speech growth take article firm budget happy.,"Level 20, West Wing",0,0,Equipment Failure,Someone detail everyone third.,Open,—,2022-02-16T10:34:00,2022-02-16T10:34:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-0C78B206,PRJ-015,2020-09-14,First Aid,Medium,When spend newspaper employee science young.,"Level 18, West Wing",1,0,Equipment Failure,Right begin economy.,Closed,—,2020-09-14T10:19:00,2020-09-14T10:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-BE274090,PRJ-015,2023-04-11,Near Miss,Medium,Movement quite without vote final seat write.,"Level 47, South Wing",0,0,Unsafe Condition,Tv place actually inside.,Closed,—,2023-04-11T08:01:00,2023-04-11T08:01:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-06C7B7CE,PRJ-015,2022-07-08,First Aid,Medium,Speak organization including seek tree parent.,"Level 8, West Wing",1,0,Equipment Failure,Sometimes somebody million make.,Closed,—,2022-07-08T12:26:00,2022-07-08T12:26:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-56920179,PRJ-015,2023-03-14,Medical Treatment,Low,Interesting support entire.,"Level 26, West Wing",1,0,Unsafe Act,Glass across blue clearly.,Closed,—,2023-03-14T16:14:00,2023-03-14T16:14:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-14D6692A,PRJ-015,2020-02-22,Near Miss,Medium,Analysis travel seven cost work close.,"Level 28, West Wing",0,0,Equipment Failure,Must smile while memory dinner card understand art.,Closed,—,2020-02-22T11:54:00,2020-02-22T11:54:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B3B755CA,PRJ-015,2021-05-22,Near Miss,Medium,Nature cell already left house herself page PM.,"Level 12, West Wing",0,0,Unsafe Act,Measure end allow article attack be study.,Open,—,2021-05-22T08:33:00,2021-05-22T08:33:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-79C688B6,PRJ-015,2020-07-28,Near Miss,Low,Success college relationship mouth institution.,"Level 0, South Wing",0,0,Lack of Training,Often college relate successful science remember.,Closed,—,2020-07-28T16:47:00,2020-07-28T16:47:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-A8E1F988,PRJ-015,2022-01-21,Near Miss,Low,Recently degree send majority share mean or.,"Level 30, North Wing",0,0,Equipment Failure,Future material offer.,Closed,—,2022-01-21T17:46:00,2022-01-21T17:46:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-D93F017D,PRJ-015,2022-04-02,Property Damage,Low,Hope its light result between.,"Level 13, North Wing",0,0,Unsafe Act,Only painting role movement first sign.,Closed,—,2022-04-02T13:25:00,2022-04-02T13:25:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-F9A960B1,PRJ-016,2023-09-28,Property Damage,Medium,Game speak score themselves most.,"Level 6, East Wing",0,0,Equipment Failure,Plan people white international address pay deep.,Open,—,2023-09-28T15:31:00,2023-09-28T15:31:00,system@alrashdeng.ae,1,True,—
INC-648E441C,PRJ-016,2021-12-25,Medical Treatment,Medium,Trade force bank.,"Level 33, East Wing",1,0,Lack of Training,Beautiful become fact hope.,Open,—,2021-12-25T17:45:00,2021-12-25T17:45:00,system@alrashdeng.ae,1,True,—
INC-A7C84FC2,PRJ-016,2023-03-18,Medical Treatment,Medium,Trip money theory candidate everyone.,"Level 29, West Wing",1,0,Unsafe Act,Fall maybe work paper doctor if drive church.,Closed,—,2023-03-18T11:55:00,2023-03-18T11:55:00,system@alrashdeng.ae,1,True,—
INC-74021562,PRJ-016,2021-11-16,First Aid,Medium,Former statement reveal individual radio guy similar learn.,"Level 38, East Wing",1,0,Equipment Failure,Magazine teacher nice see risk.,Closed,—,2021-11-16T17:55:00,2021-11-16T17:55:00,system@alrashdeng.ae,1,True,—
INC-1377EABD,PRJ-016,2023-06-07,First Aid,Medium,Color former stand nearly.,"Level 37, South Wing",1,0,Unsafe Condition,Information soldier suffer anything process.,Open,—,2023-06-07T16:51:00,2023-06-07T16:51:00,system@alrashdeng.ae,1,True,—
INC-28657ABE,PRJ-016,2023-09-13,Near Miss,Low,Open play compare event rate suggest into.,"Level 34, South Wing",0,0,Unsafe Condition,Decade person many question.,Closed,—,2023-09-13T17:33:00,2023-09-13T17:33:00,system@alrashdeng.ae,1,True,—
INC-0D80107D,PRJ-016,2022-12-09,Environmental Spill,Medium,Art difference military especially.,"Level 33, West Wing",0,0,Lack of Training,A night service garden research walk.,Closed,—,2022-12-09T07:01:00,2022-12-09T07:01:00,system@alrashdeng.ae,1,True,—
INC-51E3942F,PRJ-016,2021-11-24,Near Miss,Medium,Threat determine reason future religious cut walk.,"Level 21, North Wing",0,0,Unsafe Condition,Heart easy claim expect audience capital its.,Closed,—,2021-11-24T12:58:00,2021-11-24T12:58:00,system@alrashdeng.ae,1,True,—
INC-5AAAB1F7,PRJ-016,2021-07-02,Near Miss,Low,Against so daughter those.,"Level 6, East Wing",0,0,Unsafe Condition,Attention out moment country.,Closed,—,2021-07-02T14:26:00,2021-07-02T14:26:00,system@alrashdeng.ae,1,True,—
INC-E6E526AB,PRJ-017,2022-01-02,Lost Time Injury,High,You throw country despite medical expert.,"Level 14, South Wing",1,11,Unsafe Condition,At be this his yeah dark stock sound.,Open,—,2022-01-02T11:38:00,2022-01-02T11:38:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-4AB859CF,PRJ-017,2022-04-06,Near Miss,Medium,Beautiful practice economic present ten.,"Level 3, South Wing",0,0,Equipment Failure,Professor quality piece.,Open,—,2022-04-06T08:01:00,2022-04-06T08:01:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E91CB1D7,PRJ-017,2024-04-17,First Aid,Low,Music room range at oil upon magazine.,"Level 48, West Wing",1,0,Unsafe Act,Material leader less drive indeed she.,Closed,—,2024-04-17T12:13:00,2024-04-17T12:13:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-4C7DD780,PRJ-017,2022-12-05,First Aid,Medium,Pay around economic while book former.,"Level 34, West Wing",1,0,Equipment Failure,Dark sign return blue anything.,Closed,—,2022-12-05T09:44:00,2022-12-05T09:44:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5F1840A9,PRJ-017,2022-09-16,Medical Treatment,Medium,Dog any peace seem court.,"Level 26, West Wing",1,0,Equipment Failure,Country watch bank half seat.,Closed,—,2022-09-16T08:40:00,2022-09-16T08:40:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-509D59C4,PRJ-017,2021-10-14,Environmental Spill,Low,Section agreement age heavy admit catch.,"Level 21, East Wing",0,0,Lack of Training,Add key response floor yourself second.,Closed,—,2021-10-14T08:17:00,2021-10-14T08:17:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-6FDDE26F,PRJ-017,2022-06-16,Medical Treatment,Low,Blue view without where.,"Level 22, South Wing",1,0,Unsafe Condition,Worker same effort career recently structure often.,Open,—,2022-06-16T11:35:00,2022-06-16T11:35:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-0DBDFA9D,PRJ-017,2022-04-26,Lost Time Injury,High,Note stay truth general project citizen.,"Level 41, East Wing",1,8,Unsafe Act,Medical deal left born hear Congress.,Closed,—,2022-04-26T07:02:00,2022-04-26T07:02:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-9A431344,PRJ-017,2022-05-12,First Aid,Medium,Option three responsibility west.,"Level 36, North Wing",1,0,Lack of Training,Store group bar quickly free.,Closed,—,2022-05-12T07:55:00,2022-05-12T07:55:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-957F8096,PRJ-017,2023-04-20,Near Miss,Low,Finish staff prevent fall fear.,"Level 43, West Wing",0,0,Unsafe Act,Should certain station accept election.,Closed,—,2023-04-20T13:45:00,2023-04-20T13:45:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-27FD71C9,PRJ-017,2024-06-11,Near Miss,Low,Heart Mrs form management act attorney onto.,"Level 31, South Wing",0,0,Unsafe Condition,Out get and throw feeling later analysis.,Closed,—,2024-06-11T10:19:00,2024-06-11T10:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-6C6BBE96,PRJ-018,2021-06-09,Near Miss,Medium,Century politics gas and campaign me agreement.,"Level 40, West Wing",0,0,Unsafe Act,Program left too allow play.,Open,—,2021-06-09T16:57:00,2021-06-09T16:57:00,system@alrashdeng.ae,1,True,—
INC-0AFB0781,PRJ-018,2020-09-13,First Aid,Medium,Black best professional actually maintain.,"Level 10, North Wing",1,0,Equipment Failure,Camera rate because those glass food concern generation.,Closed,—,2020-09-13T16:54:00,2020-09-13T16:54:00,system@alrashdeng.ae,1,True,—
INC-EBED4765,PRJ-018,2021-02-18,Property Damage,Medium,Than set senior majority tonight.,"Level 46, South Wing",0,0,Unsafe Condition,Turn where quite institution this minute.,Closed,—,2021-02-18T07:52:00,2021-02-18T07:52:00,system@alrashdeng.ae,1,True,—
INC-77D5242D,PRJ-018,2020-12-26,Near Miss,Low,Realize half indeed indicate.,"Level 31, East Wing",0,0,Unsafe Condition,Increase worry through woman not inside.,Closed,—,2020-12-26T12:57:00,2020-12-26T12:57:00,system@alrashdeng.ae,1,True,—
INC-A3A45BD4,PRJ-019,2025-10-05,Property Damage,Medium,Game third finish.,"Level 1, West Wing",0,0,Equipment Failure,Bring trade despite only indeed could.,Closed,—,2025-10-05T08:14:00,2025-10-05T08:14:00,system@alrashdeng.ae,1,True,—
INC-131B9633,PRJ-019,2024-10-11,Near Miss,Low,Chance house identify order bank certainly remember.,"Level 42, East Wing",0,0,Equipment Failure,Late school find style record hold magazine.,Closed,—,2024-10-11T16:57:00,2024-10-11T16:57:00,system@alrashdeng.ae,1,True,—
INC-D3C87150,PRJ-020,2022-02-12,Medical Treatment,Medium,Physical wrong science be interesting difference girl.,"Level 5, West Wing",1,0,Equipment Failure,Phone employee daughter number store consumer seven.,Closed,—,2022-02-12T14:05:00,2022-02-12T14:05:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-401CD041,PRJ-020,2022-11-14,Near Miss,Medium,Dog wait care example.,"Level 3, West Wing",0,0,Lack of Training,True she book hospital win send bed stay.,Open,—,2022-11-14T15:57:00,2022-11-14T15:57:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-AEA2FE80,PRJ-020,2022-12-10,Medical Treatment,Medium,Student guy generation.,"Level 10, South Wing",1,0,Equipment Failure,Above small community activity country individual.,Open,—,2022-12-10T12:44:00,2022-12-10T12:44:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-746C0E6B,PRJ-020,2021-12-21,Medical Treatment,Medium,Hot rule coach part finally assume.,"Level 6, West Wing",1,0,Unsafe Act,They study report describe season.,Closed,—,2021-12-21T08:36:00,2021-12-21T08:36:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-20A14880,PRJ-020,2022-05-12,First Aid,Low,Short company know ten would.,"Level 44, North Wing",1,0,Equipment Failure,Security foot raise director game.,Closed,—,2022-05-12T14:00:00,2022-05-12T14:00:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B0C4BB27,PRJ-020,2022-04-12,Medical Treatment,Medium,Actually drug wish about.,"Level 40, North Wing",1,0,Unsafe Act,Tax pull rest forget program including.,Closed,—,2022-04-12T09:41:00,2022-04-12T09:41:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-332ABA47,PRJ-020,2021-11-14,First Aid,Medium,Report behind us maybe.,"Level 49, South Wing",1,0,Lack of Training,Level somebody air vote.,Closed,—,2021-11-14T12:11:00,2021-11-14T12:11:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-3A81481E,PRJ-020,2022-08-11,First Aid,Medium,Prepare voice field compare available east.,"Level 12, North Wing",1,0,Unsafe Act,Weight for middle from court with.,Closed,—,2022-08-11T16:34:00,2022-08-11T16:34:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-AAF7C2C1,PRJ-020,2022-05-24,First Aid,Low,Everything year strategy make despite plan cup score.,"Level 26, East Wing",1,0,Equipment Failure,Choice economy gas suddenly large.,Closed,—,2022-05-24T16:19:00,2022-05-24T16:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-191FF163,PRJ-020,2022-09-07,Medical Treatment,Low,Place answer south situation economic hard may new.,"Level 42, West Wing",1,0,Lack of Training,Smile call teach huge charge support performance.,Open,—,2022-09-07T17:32:00,2022-09-07T17:32:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5B04AB99,PRJ-020,2022-11-04,First Aid,Medium,Son outside measure medical.,"Level 38, South Wing",1,0,Unsafe Condition,Training trade available building.,Closed,—,2022-11-04T10:46:00,2022-11-04T10:46:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-44ABD1AA,PRJ-020,2022-07-15,First Aid,Low,Become hundred be tax key stuff case.,"Level 24, West Wing",1,0,Equipment Failure,Where reflect source hit.,Closed,—,2022-07-15T17:43:00,2022-07-15T17:43:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-44D635B5,PRJ-020,2022-11-28,Near Miss,Medium,Project agency tax capital figure task oil.,"Level 23, West Wing",0,0,Lack of Training,Couple system sport science floor.,Closed,—,2022-11-28T12:30:00,2022-11-28T12:30:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-DD0A7BC4,PRJ-021,2023-08-26,Property Damage,Low,Baby thing truth movie join personal.,"Level 0, South Wing",0,0,Lack of Training,Since what trouble.,Open,—,2023-08-26T13:18:00,2023-08-26T13:18:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B28B6626,PRJ-021,2024-05-11,Near Miss,Low,Organization result seat middle center decade.,"Level 14, South Wing",0,0,Unsafe Condition,Where series series himself address bring.,Closed,—,2024-05-11T12:29:00,2024-05-11T12:29:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-75AD3C06,PRJ-021,2024-08-02,Near Miss,Medium,Indeed black simple.,"Level 4, South Wing",0,0,Unsafe Condition,Important relationship manage among very.,Closed,—,2024-08-02T13:19:00,2024-08-02T13:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E70275A0,PRJ-021,2022-07-29,Medical Treatment,Medium,Unit Republican nearly near want.,"Level 46, North Wing",1,0,Lack of Training,Activity tree pay how.,Closed,—,2022-07-29T12:47:00,2022-07-29T12:47:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-29F4CFBA,PRJ-021,2023-08-22,First Aid,Medium,Current kitchen far.,"Level 14, North Wing",1,0,Lack of Training,Me would heart inside a.,Open,—,2023-08-22T09:42:00,2023-08-22T09:42:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-00A484E8,PRJ-021,2024-02-25,Environmental Spill,Medium,If tax make expert technology create.,"Level 11, South Wing",0,0,Lack of Training,Major almost end stand cut during.,Closed,—,2024-02-25T14:27:00,2024-02-25T14:27:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-9720C1BA,PRJ-021,2023-05-18,Near Miss,Low,Establish international near mouth second drop.,"Level 43, North Wing",0,0,Equipment Failure,Sense military me.,Closed,—,2023-05-18T07:03:00,2023-05-18T07:03:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-549CAFEE,PRJ-021,2023-10-26,Near Miss,Medium,Wonder carry operation compare stuff.,"Level 33, West Wing",0,0,Lack of Training,Campaign evening manager meet any allow.,Closed,—,2023-10-26T17:29:00,2023-10-26T17:29:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-D973552A,PRJ-021,2023-03-05,Medical Treatment,Low,Single history story part.,"Level 38, West Wing",1,0,Equipment Failure,Shoulder actually agent trouble public whom understand.,Open,—,2023-03-05T10:42:00,2023-03-05T10:42:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-51FA54EE,PRJ-021,2023-07-23,Property Damage,Low,Hotel truth remember piece rock.,"Level 48, South Wing",0,0,Unsafe Condition,During I occur star player.,Open,—,2023-07-23T10:46:00,2023-07-23T10:46:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-35EE5414,PRJ-021,2022-04-02,Near Miss,Medium,Off fish offer marriage.,"Level 27, South Wing",0,0,Equipment Failure,Despite body where glass call produce PM.,Open,—,2022-04-02T16:50:00,2022-04-02T16:50:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-A158A2BB,PRJ-021,2024-03-12,First Aid,Medium,Billion whom on among.,"Level 32, North Wing",1,0,Equipment Failure,Over teacher add family product executive.,Closed,—,2024-03-12T15:55:00,2024-03-12T15:55:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-9F1730CD,PRJ-022,2023-12-08,Environmental Spill,Low,Scene operation rock direction sign east my language.,"Level 24, East Wing",0,0,Unsafe Condition,Would home involve year hold close.,Open,—,2023-12-08T09:15:00,2023-12-08T09:15:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E5722166,PRJ-022,2023-10-13,Near Miss,Medium,Thus sit story admit.,"Level 40, South Wing",0,0,Equipment Failure,Nor stand like design leave.,Open,—,2023-10-13T14:14:00,2023-10-13T14:14:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-0577027D,PRJ-022,2023-02-06,Medical Treatment,Medium,Beyond cultural draw real nothing daughter perhaps.,"Level 8, North Wing",1,0,Unsafe Act,Relationship Congress sell drug cold above business.,Closed,—,2023-02-06T15:16:00,2023-02-06T15:16:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-53615570,PRJ-022,2024-02-08,Property Damage,Medium,Development station black spend.,"Level 1, South Wing",0,0,Unsafe Condition,Increase game stop image laugh author carry.,Closed,—,2024-02-08T09:38:00,2024-02-08T09:38:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-8F05D5D9,PRJ-022,2023-09-30,Property Damage,Medium,Parent shake themselves arrive choose wide yard.,"Level 3, West Wing",0,0,Equipment Failure,Sound especially group person traditional draw.,Closed,—,2023-09-30T09:26:00,2023-09-30T09:26:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-60C949B5,PRJ-022,2023-12-14,Medical Treatment,Medium,Major lot organization poor entire others.,"Level 11, North Wing",1,0,Unsafe Act,Her game they ask.,Closed,—,2023-12-14T13:28:00,2023-12-14T13:28:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-6A097ADB,PRJ-022,2024-02-02,First Aid,Medium,Way recently behind seat first laugh she.,"Level 49, West Wing",1,0,Equipment Failure,Kitchen feel southern question we million.,Open,—,2024-02-02T10:44:00,2024-02-02T10:44:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B865A04F,PRJ-022,2022-11-16,First Aid,Low,Pressure way of any both minute.,"Level 34, North Wing",1,0,Unsafe Act,Seven billion born save.,Closed,—,2022-11-16T17:36:00,2022-11-16T17:36:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-8B1F48B9,PRJ-022,2023-05-23,First Aid,Medium,Avoid least expert inside year power.,"Level 32, South Wing",1,0,Unsafe Condition,Produce seem suffer mother.,Closed,—,2023-05-23T12:13:00,2023-05-23T12:13:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-BC3835C6,PRJ-022,2024-02-29,Medical Treatment,Medium,Yeah teacher development its reflect.,"Level 2, West Wing",1,0,Unsafe Condition,Service floor well appear.,Closed,—,2024-02-29T09:24:00,2024-02-29T09:24:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E663074D,PRJ-022,2024-02-01,Near Miss,Low,Heavy read take since official each.,"Level 15, South Wing",0,0,Lack of Training,Will growth everything fly approach baby tell them.,Open,—,2024-02-01T14:31:00,2024-02-01T14:31:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-F3E3B422,PRJ-022,2023-10-10,Near Miss,Medium,I movement account policy.,"Level 6, East Wing",0,0,Unsafe Act,Which yet school traditional.,Open,—,2023-10-10T15:52:00,2023-10-10T15:52:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-867C564C,PRJ-022,2023-05-16,First Aid,Medium,Significant resource read training help very.,"Level 5, South Wing",1,0,Unsafe Condition,Loss rich conference throughout democratic.,Open,—,2023-05-16T11:01:00,2023-05-16T11:01:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5833F0F2,PRJ-023,2024-10-17,Near Miss,Medium,Light serious sell reason including.,"Level 30, South Wing",0,0,Lack of Training,Number test truth someone.,Closed,—,2024-10-17T13:54:00,2024-10-17T13:54:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-47D003AD,PRJ-023,2023-12-24,Near Miss,Medium,Sign require compare while.,"Level 30, South Wing",0,0,Equipment Failure,Cause send a voice your.,Open,—,2023-12-24T15:20:00,2023-12-24T15:20:00,system@alrashdeng.ae,1,True,High Incident Rate
