document_id,project_id,document_type,document_number,title,revision,created_date,created_by_emp,status,discipline,file_path,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
DOC-8D869DCD,PRJ-026,Test Report,TES-026-579,Fund watch national how worker responsibility,R1,2022-06-18,EMP-0123,Approved,MEP,//server/projects/PRJ-026/Test Report/TeqJyo.pdf,—,2022-06-18T15:05:00,2022-06-18T15:05:00,system@alrashdeng.ae,1,True,—
DOC-E0302758,PRJ-026,RFI,RFI-026-800,Total although account task,R0,2024-03-07,EMP-0130,For Review,Civil,//server/projects/PRJ-026/RFI/ovhQjX.pdf,—,2024-03-07T07:01:00,2024-03-07T07:01:00,system@alrashdeng.ae,1,True,—
DOC-4EB56F1A,PRJ-026,Method Statement,MET-026-286,Health month across lay per southern,R1,2021-02-27,EMP-0129,For Review,HSE,//server/projects/PRJ-026/Method Statement/fpqlBZ.pdf,—,2021-02-27T13:01:00,2021-02-27T13:01:00,system@alrashdeng.ae,1,True,—
DOC-CA0E0CA0,PRJ-026,Site Instruction,SIT-026-450,Choose may million individual actually,R3,2021-10-13,EMP-0119,Superseded,Civil,//server/projects/PRJ-026/Site Instruction/qORLDV.pdf,—,2021-10-13T10:14:00,2021-10-13T10:14:00,system@alrashdeng.ae,1,True,—
DOC-DD948EE9,PRJ-026,Meeting Minutes,MEE-026-284,Matter sea design my soldier,R3,2021-06-09,EMP-0122,Approved,Architectural,//server/projects/PRJ-026/Meeting Minutes/EFZYyt.pdf,—,2021-06-09T16:50:00,2021-06-09T16:50:00,system@alrashdeng.ae,1,True,—
DOC-A2009A53,PRJ-026,Method Statement,MET-026-832,Involve notice scene happy pass learn,R0,2023-07-07,EMP-0124,For Review,Architectural,//server/projects/PRJ-026/Method Statement/sznGqR.pdf,—,2023-07-07T17:37:00,2023-07-07T17:37:00,system@alrashdeng.ae,1,True,—
DOC-E0FEDFFF,PRJ-026,As-Built Drawing,AS--026-679,Perhaps good land,R1,2023-04-20,EMP-0124,Approved,Structural,//server/projects/PRJ-026/As-Built Drawing/THaAnf.pdf,—,2023-04-20T13:58:00,2023-04-20T13:58:00,system@alrashdeng.ae,1,True,—
DOC-385387EB,PRJ-026,Material Submittal,MAT-026-587,Issue office family once worry,R2,2022-08-25,EMP-0126,Approved,Structural,//server/projects/PRJ-026/Material Submittal/eToHFQ.pdf,—,2022-08-25T13:41:00,2022-08-25T13:41:00,system@alrashdeng.ae,1,True,—
DOC-658A5A6E,PRJ-026,As-Built Drawing,AS--026-284,Hotel member analysis skill simply,R0,2024-05-12,EMP-0123,Approved,Structural,//server/projects/PRJ-026/As-Built Drawing/hatLeo.pdf,—,2024-05-12T17:04:00,2024-05-12T17:04:00,system@alrashdeng.ae,1,True,—
DOC-76A2FF02,PRJ-026,As-Built Drawing,AS--026-603,Simply seem clearly marriage relationship,R1,2021-05-29,EMP-0127,Approved,Structural,//server/projects/PRJ-026/As-Built Drawing/pAiaoz.pdf,—,2021-05-29T11:17:00,2021-05-29T11:17:00,system@alrashdeng.ae,1,True,—
DOC-6D3FF7B9,PRJ-026,Variation Order,VAR-026-857,Sense represent chance right whether,R1,2023-06-22,EMP-0122,Superseded,MEP,//server/projects/PRJ-026/Variation Order/cuaLAQ.pdf,—,2023-06-22T17:45:00,2023-06-22T17:45:00,system@alrashdeng.ae,1,True,—
DOC-0C5E2B1B,PRJ-026,Inspection Request,INS-026-809,House group certain,R3,2023-06-26,EMP-0126,For Review,Structural,//server/projects/PRJ-026/Inspection Request/kYncIc.pdf,—,2023-06-26T15:29:00,2023-06-26T15:29:00,system@alrashdeng.ae,1,True,—
DOC-9B7514EE,PRJ-026,Material Submittal,MAT-026-980,Nothing ready maybe my cut,R1,2023-07-05,EMP-0123,Approved,HSE,//server/projects/PRJ-026/Material Submittal/TOByuO.pdf,—,2023-07-05T09:50:00,2023-07-05T09:50:00,system@alrashdeng.ae,1,True,—
DOC-3AC24E3C,PRJ-026,Test Report,TES-026-331,Significant occur none choose reduce,R0,2021-07-02,EMP-0119,For Review,MEP,//server/projects/PRJ-026/Test Report/QEbiVL.pdf,—,2021-07-02T13:34:00,2021-07-02T13:34:00,system@alrashdeng.ae,1,True,—
DOC-8A4DD7DD,PRJ-026,Meeting Minutes,MEE-026-473,Capital though if area rise television,R1,2022-07-08,EMP-0122,For Review,Structural,//server/projects/PRJ-026/Meeting Minutes/jJDsAi.pdf,—,2022-07-08T12:14:00,2022-07-08T12:14:00,system@alrashdeng.ae,1,True,—
DOC-AC3936DD,PRJ-026,RFI,RFI-026-244,Kitchen attention executive across,R0,2023-12-15,EMP-0127,Approved,Architectural,//server/projects/PRJ-026/RFI/fyHdgQ.pdf,—,2023-12-15T13:49:00,2023-12-15T13:49:00,system@alrashdeng.ae,1,True,—
DOC-F3EC1750,PRJ-026,Shop Drawing,SHO-026-760,House loss ten American institution,R2,2023-09-17,EMP-0119,Draft,Structural,//server/projects/PRJ-026/Shop Drawing/hbdVEd.pdf,—,2023-09-17T17:08:00,2023-09-17T17:08:00,system@alrashdeng.ae,1,True,—
DOC-5DC827C2,PRJ-026,Material Submittal,MAT-026-433,Current small class think,R3,2023-04-11,EMP-0117,For Review,Civil,//server/projects/PRJ-026/Material Submittal/LsglTl.pdf,—,2023-04-11T10:22:00,2023-04-11T10:22:00,system@alrashdeng.ae,1,True,—
DOC-92CCED47,PRJ-026,As-Built Drawing,AS--026-239,Their real rest state just,R0,2023-07-25,EMP-0129,Approved,HSE,//server/projects/PRJ-026/As-Built Drawing/mqzOxw.pdf,—,2023-07-25T16:46:00,2023-07-25T16:46:00,system@alrashdeng.ae,1,True,—
DOC-47AFAA70,PRJ-026,Shop Drawing,SHO-026-278,Write boy voice,R1,2022-01-28,EMP-0123,Approved,MEP,//server/projects/PRJ-026/Shop Drawing/FKqmGL.pdf,—,2022-01-28T13:31:00,2022-01-28T13:31:00,system@alrashdeng.ae,1,True,—
DOC-63F8DD1D,PRJ-026,Shop Drawing,SHO-026-648,Section their Mr approach shoulder,R2,2021-10-29,EMP-0127,Superseded,Architectural,//server/projects/PRJ-026/Shop Drawing/uXqXQl.pdf,—,2021-10-29T09:02:00,2021-10-29T09:02:00,system@alrashdeng.ae,1,True,—
DOC-269135CC,PRJ-026,Site Instruction,SIT-026-655,Before capital seem cut,R2,2023-11-02,EMP-0117,For Review,HSE,//server/projects/PRJ-026/Site Instruction/WMyTaM.pdf,—,2023-11-02T09:33:00,2023-11-02T09:33:00,system@alrashdeng.ae,1,True,—
DOC-670E55A0,PRJ-026,Variation Order,VAR-026-193,Culture final rate American anything memory,R0,2022-11-05,EMP-0126,For Review,Civil,//server/projects/PRJ-026/Variation Order/nOvbvx.pdf,—,2022-11-05T10:46:00,2022-11-05T10:46:00,system@alrashdeng.ae,1,True,—
DOC-69F3EB6C,PRJ-026,As-Built Drawing,AS--026-497,Resource several left this,R0,2023-07-10,EMP-0123,Superseded,Structural,//server/projects/PRJ-026/As-Built Drawing/iNhXdK.pdf,—,2023-07-10T17:15:00,2023-07-10T17:15:00,system@alrashdeng.ae,1,True,—
DOC-D27D0DC4,PRJ-026,As-Built Drawing,AS--026-885,Team imagine car address,R0,2022-02-11,EMP-0119,Approved,HSE,//server/projects/PRJ-026/As-Built Drawing/PjvWEo.pdf,—,2022-02-11T08:13:00,2022-02-11T08:13:00,system@alrashdeng.ae,1,True,—
DOC-CDF04ADB,PRJ-026,Test Report,TES-026-624,Check off prevent along minute,R3,2021-07-20,EMP-0129,Approved,Structural,//server/projects/PRJ-026/Test Report/dpkJZe.pdf,—,2021-07-20T09:48:00,2021-07-20T09:48:00,system@alrashdeng.ae,1,True,—
DOC-27B1A143,PRJ-026,Shop Drawing,SHO-026-619,Option however outside thought nor nothing,R1,2022-07-19,EMP-0129,Approved,Architectural,//server/projects/PRJ-026/Shop Drawing/wfAqLL.pdf,—,2022-07-19T14:39:00,2022-07-19T14:39:00,system@alrashdeng.ae,1,True,—
DOC-AD156CEE,PRJ-026,RFI,RFI-026-605,No event adult program,R0,2021-02-10,EMP-0127,Approved,Civil,//server/projects/PRJ-026/RFI/AeMeCI.pdf,—,2021-02-10T12:00:00,2021-02-10T12:00:00,system@alrashdeng.ae,1,True,—
DOC-4787975F,PRJ-026,Shop Drawing,SHO-026-492,Project project government term high popular,R1,2022-09-29,EMP-0127,For Review,MEP,//server/projects/PRJ-026/Shop Drawing/qVIzYv.pdf,—,2022-09-29T10:31:00,2022-09-29T10:31:00,system@alrashdeng.ae,1,True,—
DOC-E464E57B,PRJ-026,NCR,NCR-026-790,Season by lose southern expert,R2,2022-08-18,EMP-0122,Draft,HSE,//server/projects/PRJ-026/NCR/qSxVSd.pdf,—,2022-08-18T07:26:00,2022-08-18T07:26:00,system@alrashdeng.ae,1,True,—
DOC-4D265998,PRJ-026,RFI,RFI-026-178,Out blood attack too PM,R0,2024-03-21,EMP-0127,Approved,HSE,//server/projects/PRJ-026/RFI/ckJKBj.pdf,—,2024-03-21T17:59:00,2024-03-21T17:59:00,system@alrashdeng.ae,1,True,—
DOC-52C4A9DA,PRJ-026,Variation Order,VAR-026-438,Manage past join,R3,2024-05-02,EMP-0124,Draft,Architectural,//server/projects/PRJ-026/Variation Order/ljexPz.pdf,—,2024-05-02T10:05:00,2024-05-02T10:05:00,system@alrashdeng.ae,1,True,—
DOC-6854AE32,PRJ-026,Inspection Request,INS-026-373,These finish television generation create,R0,2024-02-13,EMP-0130,Approved,MEP,//server/projects/PRJ-026/Inspection Request/cAUrGf.pdf,—,2024-02-13T16:57:00,2024-02-13T16:57:00,system@alrashdeng.ae,1,True,—
DOC-F46766C4,PRJ-026,RFI,RFI-026-717,Focus indeed maybe past just,R3,2022-03-18,EMP-0126,Superseded,Structural,//server/projects/PRJ-026/RFI/QZokYp.pdf,—,2022-03-18T13:32:00,2022-03-18T13:32:00,system@alrashdeng.ae,1,True,—
DOC-DAF26EDE,PRJ-026,Progress Report,PRO-026-244,Door foot television create focus call,R0,2022-10-12,EMP-0123,Approved,Structural,//server/projects/PRJ-026/Progress Report/ClDLyu.pdf,—,2022-10-12T08:33:00,2022-10-12T08:33:00,system@alrashdeng.ae,1,True,—
DOC-F9666A83,PRJ-026,Shop Drawing,SHO-026-282,Into never street send,R0,2023-08-20,EMP-0123,Draft,HSE,//server/projects/PRJ-026/Shop Drawing/WcJTHT.pdf,—,2023-08-20T09:20:00,2023-08-20T09:20:00,system@alrashdeng.ae,1,True,—
DOC-7C27E733,PRJ-026,Site Instruction,SIT-026-546,Kitchen tree election,R3,2023-01-15,EMP-0127,For Review,Civil,//server/projects/PRJ-026/Site Instruction/OVGADP.pdf,—,2023-01-15T14:42:00,2023-01-15T14:42:00,system@alrashdeng.ae,1,True,—
DOC-D86FD8F6,PRJ-026,RFI,RFI-026-363,Travel describe star everyone,R0,2021-06-04,EMP-0129,Approved,Civil,//server/projects/PRJ-026/RFI/qbMyfl.pdf,—,2021-06-04T14:55:00,2021-06-04T14:55:00,system@alrashdeng.ae,1,True,—
DOC-5E3CC54A,PRJ-026,Material Submittal,MAT-026-142,Control represent lawyer company idea,R0,2020-12-31,EMP-0119,Approved,Structural,//server/projects/PRJ-026/Material Submittal/wradVv.pdf,—,2020-12-31T16:49:00,2020-12-31T16:49:00,system@alrashdeng.ae,1,True,—
DOC-809AF67E,PRJ-026,NCR,NCR-026-703,Be option poor let,R0,2024-05-05,EMP-0119,Superseded,HSE,//server/projects/PRJ-026/NCR/rUoJjn.pdf,—,2024-05-05T16:57:00,2024-05-05T16:57:00,system@alrashdeng.ae,1,True,—
DOC-1C995125,PRJ-026,Site Instruction,SIT-026-188,Specific strategy soon form,R1,2023-09-27,EMP-0124,Superseded,Structural,//server/projects/PRJ-026/Site Instruction/SDtsLp.pdf,—,2023-09-27T10:10:00,2023-09-27T10:10:00,system@alrashdeng.ae,1,True,—
DOC-A8319387,PRJ-026,Variation Order,VAR-026-703,Single later their,R0,2024-03-31,EMP-0117,Approved,HSE,//server/projects/PRJ-026/Variation Order/UCVkFe.pdf,—,2024-03-31T10:02:00,2024-03-31T10:02:00,system@alrashdeng.ae,1,True,—
DOC-35F6E97B,PRJ-026,Shop Drawing,SHO-026-547,Always station decade,R1,2022-10-29,EMP-0126,For Review,Structural,//server/projects/PRJ-026/Shop Drawing/ADIPhN.pdf,—,2022-10-29T12:24:00,2022-10-29T12:24:00,system@alrashdeng.ae,1,True,—
DOC-87ED2594,PRJ-026,Test Report,TES-026-586,Your per technology,R0,2021-09-21,EMP-0122,Approved,Structural,//server/projects/PRJ-026/Test Report/tcvUEj.pdf,—,2021-09-21T15:55:00,2021-09-21T15:55:00,system@alrashdeng.ae,1,True,—
DOC-6FAEA0BB,PRJ-026,Material Submittal,MAT-026-737,Daughter project main,R1,2023-07-17,EMP-0129,Superseded,Structural,//server/projects/PRJ-026/Material Submittal/qIZXCP.pdf,—,2023-07-17T11:03:00,2023-07-17T11:03:00,system@alrashdeng.ae,1,True,—
DOC-4566F0BA,PRJ-026,Inspection Request,INS-026-223,Training pass door hundred page determine,R0,2022-03-02,EMP-0119,Approved,Civil,//server/projects/PRJ-026/Inspection Request/PNZbRc.pdf,—,2022-03-02T16:06:00,2022-03-02T16:06:00,system@alrashdeng.ae,1,True,—
DOC-86B2F089,PRJ-026,RFI,RFI-026-454,Just bad box career,R3,2022-02-10,EMP-0123,Draft,HSE,//server/projects/PRJ-026/RFI/gxdupJ.pdf,—,2022-02-10T16:25:00,2022-02-10T16:25:00,system@alrashdeng.ae,1,True,—
DOC-A17C274D,PRJ-026,NCR,NCR-026-369,Air sign blue may quickly,R0,2022-06-12,EMP-0119,Approved,Architectural,//server/projects/PRJ-026/NCR/WgAuaD.pdf,—,2022-06-12T10:44:00,2022-06-12T10:44:00,system@alrashdeng.ae,1,True,—
DOC-659839CC,PRJ-026,Shop Drawing,SHO-026-444,Unit affect true live question remain,R2,2024-01-01,EMP-0128,Approved,MEP,//server/projects/PRJ-026/Shop Drawing/RGYGkM.pdf,—,2024-01-01T16:35:00,2024-01-01T16:35:00,system@alrashdeng.ae,1,True,—
DOC-BFDDE4E0,PRJ-026,NCR,NCR-026-133,Start upon across our moment focus,R3,2022-05-31,EMP-0117,Draft,MEP,//server/projects/PRJ-026/NCR/EyMWxQ.pdf,—,2022-05-31T10:22:00,2022-05-31T10:22:00,system@alrashdeng.ae,1,True,—
DOC-E7ACEDDF,PRJ-026,Progress Report,PRO-026-898,Season member full,R1,2023-02-09,EMP-0117,Draft,MEP,//server/projects/PRJ-026/Progress Report/PBxBtK.pdf,—,2023-02-09T11:03:00,2023-02-09T11:03:00,system@alrashdeng.ae,1,True,—
DOC-04E7CCEA,PRJ-026,As-Built Drawing,AS--026-752,Shake threat size fire partner even,R0,2021-06-08,EMP-0123,Approved,MEP,//server/projects/PRJ-026/As-Built Drawing/oEOQDF.pdf,—,2021-06-08T13:54:00,2021-06-08T13:54:00,system@alrashdeng.ae,1,True,—
DOC-57B8E22F,PRJ-026,RFI,RFI-026-971,Send teach piece lead,R3,2024-02-14,EMP-0130,For Review,MEP,//server/projects/PRJ-026/RFI/NpLJBr.pdf,—,2024-02-14T12:52:00,2024-02-14T12:52:00,system@alrashdeng.ae,1,True,—
DOC-895CA895,PRJ-026,Meeting Minutes,MEE-026-276,Play along fast,R0,2021-08-24,EMP-0127,For Review,MEP,//server/projects/PRJ-026/Meeting Minutes/QJmBgm.pdf,—,2021-08-24T13:05:00,2021-08-24T13:05:00,system@alrashdeng.ae,1,True,—
DOC-4CC98853,PRJ-026,Variation Order,VAR-026-178,Bank debate yard lose trade,R1,2021-01-05,EMP-0128,Superseded,HSE,//server/projects/PRJ-026/Variation Order/nOMCvE.pdf,—,2021-01-05T11:24:00,2021-01-05T11:24:00,system@alrashdeng.ae,1,True,—
DOC-5299EA35,PRJ-026,NCR,NCR-026-275,Society item civil,R1,2021-03-15,EMP-0130,Draft,Architectural,//server/projects/PRJ-026/NCR/PBWydY.pdf,—,2021-03-15T10:27:00,2021-03-15T10:27:00,system@alrashdeng.ae,1,True,—
DOC-8E44308C,PRJ-026,Progress Report,PRO-026-907,Office such high great clearly put,R1,2021-01-16,EMP-0129,For Review,Civil,//server/projects/PRJ-026/Progress Report/NTmXtX.pdf,—,2021-01-16T13:05:00,2021-01-16T13:05:00,system@alrashdeng.ae,1,True,—
DOC-114B3EBA,PRJ-026,Variation Order,VAR-026-963,Like environment fire mention,R0,2023-03-10,EMP-0127,Superseded,HSE,//server/projects/PRJ-026/Variation Order/fCiWel.pdf,—,2023-03-10T14:33:00,2023-03-10T14:33:00,system@alrashdeng.ae,1,True,—
DOC-A80EDD24,PRJ-026,Site Instruction,SIT-026-984,More drop company,R3,2021-01-30,EMP-0123,Approved,MEP,//server/projects/PRJ-026/Site Instruction/QqIBmv.pdf,—,2021-01-30T07:29:00,2021-01-30T07:29:00,system@alrashdeng.ae,1,True,—
DOC-D0407417,PRJ-026,Method Statement,MET-026-418,Tv reality just sound,R0,2022-03-01,EMP-0123,For Review,Architectural,//server/projects/PRJ-026/Method Statement/VqhhBy.pdf,—,2022-03-01T17:16:00,2022-03-01T17:16:00,system@alrashdeng.ae,1,True,—
DOC-08C406E6,PRJ-026,Test Report,TES-026-451,Quite weight order future,R0,2021-11-27,EMP-0128,Approved,Civil,//server/projects/PRJ-026/Test Report/JHeeaM.pdf,—,2021-11-27T14:30:00,2021-11-27T14:30:00,system@alrashdeng.ae,1,True,—
DOC-378D5AA5,PRJ-026,NCR,NCR-026-427,Situation weight different last,R3,2022-06-22,EMP-0127,For Review,Structural,//server/projects/PRJ-026/NCR/Dfesuf.pdf,—,2022-06-22T16:11:00,2022-06-22T16:11:00,system@alrashdeng.ae,1,True,—
DOC-4035DE63,PRJ-026,Material Submittal,MAT-026-587,Some common doctor source democratic offer,R0,2023-04-10,EMP-0122,Approved,MEP,//server/projects/PRJ-026/Material Submittal/CruTCd.pdf,—,2023-04-10T16:28:00,2023-04-10T16:28:00,system@alrashdeng.ae,1,True,—
DOC-620C5122,PRJ-026,NCR,NCR-026-637,Us individual suffer real,R1,2022-12-31,EMP-0128,Draft,MEP,//server/projects/PRJ-026/NCR/zoqgRv.pdf,—,2022-12-31T11:49:00,2022-12-31T11:49:00,system@alrashdeng.ae,1,True,—
DOC-7AF86684,PRJ-026,RFI,RFI-026-717,Issue challenge dinner anyone major,R0,2022-08-24,EMP-0123,For Review,Civil,//server/projects/PRJ-026/RFI/EeqaED.pdf,—,2022-08-24T17:53:00,2022-08-24T17:53:00,system@alrashdeng.ae,1,True,—
DOC-40E9DC64,PRJ-026,Method Statement,MET-026-844,No word even,R0,2021-07-07,EMP-0128,Approved,Architectural,//server/projects/PRJ-026/Method Statement/tvxfBR.pdf,—,2021-07-07T15:28:00,2021-07-07T15:28:00,system@alrashdeng.ae,1,True,—
DOC-ADEA9D41,PRJ-026,Site Instruction,SIT-026-878,Find support career phone,R2,2022-08-02,EMP-0128,Approved,Civil,//server/projects/PRJ-026/Site Instruction/slVGTA.pdf,—,2022-08-02T08:28:00,2022-08-02T08:28:00,system@alrashdeng.ae,1,True,—
DOC-3770E547,PRJ-026,Method Statement,MET-026-741,Baby network letter generation political left,R2,2022-03-10,EMP-0119,Superseded,HSE,//server/projects/PRJ-026/Method Statement/zeEyLm.pdf,—,2022-03-10T09:04:00,2022-03-10T09:04:00,system@alrashdeng.ae,1,True,—
DOC-FBD5CF97,PRJ-026,Inspection Request,INS-026-612,Medical lose behavior probably big,R0,2023-02-18,EMP-0130,Approved,Structural,//server/projects/PRJ-026/Inspection Request/RIRmAm.pdf,—,2023-02-18T08:27:00,2023-02-18T08:27:00,system@alrashdeng.ae,1,True,—
DOC-A525810C,PRJ-026,NCR,NCR-026-829,Among news government discover sport only,R1,2022-06-20,EMP-0127,Superseded,HSE,//server/projects/PRJ-026/NCR/FzKUnD.pdf,—,2022-06-20T16:32:00,2022-06-20T16:32:00,system@alrashdeng.ae,1,True,—
DOC-D154B69F,PRJ-026,Meeting Minutes,MEE-026-863,Article discuss source often language,R2,2021-12-07,EMP-0123,For Review,MEP,//server/projects/PRJ-026/Meeting Minutes/PUEAKV.pdf,—,2021-12-07T12:28:00,2021-12-07T12:28:00,system@alrashdeng.ae,1,True,—
DOC-66E4B07C,PRJ-026,Progress Report,PRO-026-504,Wide kid third politics,R2,2021-08-19,EMP-0119,Draft,HSE,//server/projects/PRJ-026/Progress Report/FjcZgh.pdf,—,2021-08-19T09:40:00,2021-08-19T09:40:00,system@alrashdeng.ae,1,True,—
DOC-C8E1C28B,PRJ-026,As-Built Drawing,AS--026-794,Attention want day,R3,2022-03-20,EMP-0117,Approved,HSE,//server/projects/PRJ-026/As-Built Drawing/vRSBXk.pdf,—,2022-03-20T14:32:00,2022-03-20T14:32:00,system@alrashdeng.ae,1,True,—
DOC-D59D2FB5,PRJ-026,As-Built Drawing,AS--026-423,General feeling born,R3,2022-10-26,EMP-0123,Superseded,Structural,//server/projects/PRJ-026/As-Built Drawing/GzuBRQ.pdf,—,2022-10-26T12:52:00,2022-10-26T12:52:00,system@alrashdeng.ae,1,True,—
DOC-F7A9F164,PRJ-026,NCR,NCR-026-330,Half daughter determine to machine class,R0,2022-08-16,EMP-0127,Draft,MEP,//server/projects/PRJ-026/NCR/oamMpq.pdf,—,2022-08-16T16:20:00,2022-08-16T16:20:00,system@alrashdeng.ae,1,True,—
DOC-7C6C3EF4,PRJ-026,Shop Drawing,SHO-026-154,Pull meet tend director,R0,2023-11-06,EMP-0124,Draft,Structural,//server/projects/PRJ-026/Shop Drawing/JORxlT.pdf,—,2023-11-06T12:08:00,2023-11-06T12:08:00,system@alrashdeng.ae,1,True,—
DOC-2774F6EC,PRJ-026,Shop Drawing,SHO-026-413,Five born nearly should,R0,2023-11-19,EMP-0128,Superseded,Architectural,//server/projects/PRJ-026/Shop Drawing/BIjQwx.pdf,—,2023-11-19T14:42:00,2023-11-19T14:42:00,system@alrashdeng.ae,1,True,—
DOC-680FC704,PRJ-026,RFI,RFI-026-747,Special without total,R1,2023-06-03,EMP-0119,Approved,Structural,//server/projects/PRJ-026/RFI/NoNdHw.pdf,—,2023-06-03T13:06:00,2023-06-03T13:06:00,system@alrashdeng.ae,1,True,—
DOC-181117E6,PRJ-026,Variation Order,VAR-026-254,Against not fall little,R1,2023-05-13,EMP-0127,Approved,Civil,//server/projects/PRJ-026/Variation Order/soSrgC.pdf,—,2023-05-13T14:53:00,2023-05-13T14:53:00,system@alrashdeng.ae,1,True,—
DOC-33B0596B,PRJ-026,Meeting Minutes,MEE-026-363,Service believe that,R0,2021-05-22,EMP-0124,Superseded,Structural,//server/projects/PRJ-026/Meeting Minutes/uvIBZq.pdf,—,2021-05-22T16:48:00,2021-05-22T16:48:00,system@alrashdeng.ae,1,True,—
DOC-B61E7DA2,PRJ-026,Progress Report,PRO-026-811,Issue then use manager decision,R0,2023-10-15,EMP-0124,Approved,MEP,//server/projects/PRJ-026/Progress Report/HCyluc.pdf,—,2023-10-15T14:08:00,2023-10-15T14:08:00,system@alrashdeng.ae,1,True,—
DOC-3992DAA7,PRJ-026,RFI,RFI-026-343,Natural final wear lay continue,R0,2022-08-20,EMP-0126,Approved,Architectural,//server/projects/PRJ-026/RFI/aPPGkn.pdf,—,2022-08-20T15:57:00,2022-08-20T15:57:00,system@alrashdeng.ae,1,True,—
DOC-942DC0BC,PRJ-026,RFI,RFI-026-374,Society sea general experience idea,R3,2022-08-06,EMP-0122,For Review,HSE,//server/projects/PRJ-026/RFI/KsRlKh.pdf,—,2022-08-06T07:54:00,2022-08-06T07:54:00,system@alrashdeng.ae,1,True,—
DOC-C5F07295,PRJ-026,Progress Report,PRO-026-236,Ok president production others huge amount,R3,2021-02-10,EMP-0129,Approved,HSE,//server/projects/PRJ-026/Progress Report/QvXoZt.pdf,—,2021-02-10T15:22:00,2021-02-10T15:22:00,system@alrashdeng.ae,1,True,—
DOC-6A48BC8C,PRJ-026,Method Statement,MET-026-524,Camera able effort,R2,2024-05-01,EMP-0128,For Review,MEP,//server/projects/PRJ-026/Method Statement/ClofZe.pdf,—,2024-05-01T16:35:00,2024-05-01T16:35:00,system@alrashdeng.ae,1,True,—
DOC-D7726D97,PRJ-026,Method Statement,MET-026-724,Blood again real only mention building case,R0,2022-05-21,EMP-0122,Superseded,HSE,//server/projects/PRJ-026/Method Statement/sAgRPA.pdf,—,2022-05-21T16:51:00,2022-05-21T16:51:00,system@alrashdeng.ae,1,True,—
DOC-1E0D0933,PRJ-026,Variation Order,VAR-026-175,Story tough apply store animal,R0,2021-10-10,EMP-0124,Draft,Structural,//server/projects/PRJ-026/Variation Order/alHuJD.pdf,—,2021-10-10T10:22:00,2021-10-10T10:22:00,system@alrashdeng.ae,1,True,—
DOC-8570A7A7,PRJ-026,Inspection Request,INS-026-610,Hotel floor not somebody,R2,2024-02-11,EMP-0129,For Review,HSE,//server/projects/PRJ-026/Inspection Request/FmtbkI.pdf,—,2024-02-11T15:16:00,2024-02-11T15:16:00,system@alrashdeng.ae,1,True,—
DOC-0AFFF4CB,PRJ-026,Method Statement,MET-026-593,Research might church relate,R0,2022-12-31,EMP-0126,Approved,Civil,//server/projects/PRJ-026/Method Statement/ZjTFmW.pdf,—,2022-12-31T15:16:00,2022-12-31T15:16:00,system@alrashdeng.ae,1,True,—
DOC-B194B5CD,PRJ-026,Inspection Request,INS-026-485,Lay occur detail history whole food,R0,2021-08-01,EMP-0117,For Review,HSE,//server/projects/PRJ-026/Inspection Request/lgjXvh.pdf,—,2021-08-01T16:09:00,2021-08-01T16:09:00,system@alrashdeng.ae,1,True,—
DOC-FF9A8923,PRJ-026,NCR,NCR-026-676,Morning present control bed,R1,2021-06-10,EMP-0123,Approved,MEP,//server/projects/PRJ-026/NCR/WZQFGq.pdf,—,2021-06-10T16:53:00,2021-06-10T16:53:00,system@alrashdeng.ae,1,True,—
DOC-7E60F7CB,PRJ-026,Site Instruction,SIT-026-400,Left effort smile,R1,2021-10-01,EMP-0129,Approved,Civil,//server/projects/PRJ-026/Site Instruction/frcuyT.pdf,—,2021-10-01T10:36:00,2021-10-01T10:36:00,system@alrashdeng.ae,1,True,—
DOC-E360CCD5,PRJ-026,Material Submittal,MAT-026-147,Fire possible bag approach,R2,2024-01-22,EMP-0122,Approved,Structural,//server/projects/PRJ-026/Material Submittal/UuiSrn.pdf,—,2024-01-22T15:24:00,2024-01-22T15:24:00,system@alrashdeng.ae,1,True,—
DOC-5A49026C,PRJ-026,Shop Drawing,SHO-026-239,Level network sell strategy,R1,2024-03-29,EMP-0128,For Review,Civil,//server/projects/PRJ-026/Shop Drawing/ziwIoe.pdf,—,2024-03-29T12:19:00,2024-03-29T12:19:00,system@alrashdeng.ae,1,True,—
DOC-ED4A4829,PRJ-026,Site Instruction,SIT-026-818,Make all continue he,R0,2021-04-05,EMP-0130,Superseded,HSE,//server/projects/PRJ-026/Site Instruction/VvjncK.pdf,—,2021-04-05T15:38:00,2021-04-05T15:38:00,system@alrashdeng.ae,1,True,—
DOC-F412E0EC,PRJ-026,As-Built Drawing,AS--026-533,Leave lot try surface top,R0,2023-09-16,EMP-0130,Draft,Architectural,//server/projects/PRJ-026/As-Built Drawing/IeuRwE.pdf,—,2023-09-16T15:07:00,2023-09-16T15:07:00,system@alrashdeng.ae,1,True,—
DOC-023F947D,PRJ-026,As-Built Drawing,AS--026-296,Study box leave,R0,2023-08-13,EMP-0128,Superseded,MEP,//server/projects/PRJ-026/As-Built Drawing/vytDcC.pdf,—,2023-08-13T11:14:00,2023-08-13T11:14:00,system@alrashdeng.ae,1,True,—
